fold,test_month,n_stocks,nifty_return,regime,avg_pairwise_corr,position_scale,LightGBM_rank_ic,LightGBM_hit_rate_pct,LightGBM_top10_return_gross,LightGBM_top10_return_net,LightGBM_bot10_return_gross,LightGBM_bot10_return_net,LightGBM_ls_spread_gross,LightGBM_ls_spread_net,LightGBM_turnover,LightGBM_cost_drag,LightGBM_position_scale,LightGBM_n_stocks,XGBoost_rank_ic,XGBoost_hit_rate_pct,XGBoost_top10_return_gross,XGBoost_top10_return_net,XGBoost_bot10_return_gross,XGBoost_bot10_return_net,XGBoost_ls_spread_gross,XGBoost_ls_spread_net,XGBoost_turnover,XGBoost_cost_drag,XGBoost_position_scale,XGBoost_n_stocks,RandomForest_rank_ic,RandomForest_hit_rate_pct,RandomForest_top10_return_gross,RandomForest_top10_return_net,RandomForest_bot10_return_gross,RandomForest_bot10_return_net,RandomForest_ls_spread_gross,RandomForest_ls_spread_net,RandomForest_turnover,RandomForest_cost_drag,RandomForest_position_scale,RandomForest_n_stocks,Ensemble_rank_ic,Ensemble_hit_rate_pct,Ensemble_top10_return_gross,Ensemble_top10_return_net,Ensemble_bot10_return_gross,Ensemble_bot10_return_net,Ensemble_ls_spread_gross,Ensemble_ls_spread_net,Ensemble_turnover,Ensemble_cost_drag,Ensemble_position_scale,Ensemble_n_stocks
26,2018-04,46,0.001660216552271592,normal,-0.0203,1.0,-0.009065679925994448,50.0,0.006086524528947291,0.0036865245289472905,0.01968910829619094,0.02178910829619094,-0.013602583767243649,-0.01810258376724365,0.75,0.0024000000000000002,1.0,46,0.04841196423065063,70.0,0.029531537388627564,0.026831537388627563,-0.0027797571481375295,-0.0006797571481375296,0.032311294536765095,0.027511294536765093,0.8,0.0027,1.0,46,0.0856614246068455,70.0,0.031318471748575084,0.028918471748575085,0.00039044445252771066,0.003090444452527711,0.030928027296047374,0.025828027296047374,0.8500000000000001,0.0024000000000000002,1.0,46,-0.004748689485044712,50.0,0.006086524528947291,0.0036865245289472905,0.008000141369733848,0.010100141369733848,-0.0019136168407865575,-0.006413616840786557,0.75,0.0024000000000000002,1.0,46
27,2018-05,46,0.015806357251170338,normal,-0.0102,1.0,-0.03089731729879741,50.0,0.037554645043567855,0.035154645043567856,0.030539241241089067,0.032639241241089065,0.007015403802478788,0.002515403802478791,0.75,0.0024000000000000002,1.0,46,-0.0004316990440949738,40.0,0.03277341704433166,0.03067341704433166,-0.006679680812693769,-0.004279680812693769,0.03945309785702543,0.03495309785702543,0.75,0.0021,1.0,46,-0.20789392537773665,40.0,0.017491206028323037,0.015691206028323038,0.025691645182233068,0.02839164518223307,-0.008200439153910031,-0.012700439153910031,0.75,0.0018,1.0,46,-0.051618871415356156,30.0,0.008680383808980344,0.006580383808980345,0.02283363087076128,0.02493363087076128,-0.014153247061780935,-0.018353247061780938,0.7,0.0021,1.0,46
28,2018-06,46,0.05144235066671429,normal,-0.0237,1.0,0.0065988282454517416,80.0,0.04860604245279911,0.04620604245279911,0.024719425843997604,0.027119425843997604,0.02388661660880151,0.01908661660880151,0.8,0.0024000000000000002,1.0,46,0.13117483811285846,80.0,0.06319180830766516,0.06079180830766516,0.044404840794787986,0.04710484079478799,0.018786967512877173,0.013686967512877173,0.8500000000000001,0.0024000000000000002,1.0,46,0.04224483502929386,70.0,0.04911503816968944,0.047015038169689445,0.03620074325201526,0.03860074325201526,0.01291429491767418,0.008414294917674182,0.75,0.0021,1.0,46,0.0831945729263028,80.0,0.07065778065472769,0.06825778065472769,0.03486049936828363,0.03696049936828363,0.03579728128644406,0.031297281286444066,0.75,0.0024000000000000002,1.0,46
29,2018-07,46,0.045823698344993016,normal,-0.0115,1.0,-0.034227567067530065,50.0,0.048626824361476625,0.047426824361476626,0.059252000726598995,0.061952000726598996,-0.01062517636512237,-0.01452517636512237,0.65,0.0012000000000000001,1.0,46,-0.08541473943879124,50.0,0.04476569958883968,0.043265699588839676,0.057517446649953785,0.060217446649953786,-0.012751747061114108,-0.01695174706111411,0.7,0.0015,1.0,46,-0.21208757323465927,40.0,0.03211896035568972,0.03121896035568972,0.0595567599931527,0.0613567599931527,-0.027437799637462977,-0.03013779963746298,0.44999999999999996,0.0009,1.0,46,-0.05408572309589886,40.0,0.03131821082632893,0.030418210826328927,0.0658452467731316,0.0679452467731316,-0.03452703594680267,-0.03752703594680268,0.5,0.0009,1.0,46
30,2018-08,46,-0.10197246995370846,normal,-0.0057,1.0,-0.44890533456675913,0.0,-0.136344916876691,-0.13874491687669102,-0.06060132340611254,-0.05850132340611254,-0.07574359347057846,-0.08024359347057848,0.75,0.0024000000000000002,1.0,46,-0.43077397471477025,0.0,-0.15739140422579018,-0.1597914042257902,-0.06808349626297687,-0.06628349626297687,-0.08930790796281331,-0.09350790796281332,0.7,0.0024000000000000002,1.0,46,-0.4320074005550416,0.0,-0.1347082525297108,-0.1374082525297108,-0.07205530975673051,-0.0699553097567305,-0.0626529427729803,-0.0674529427729803,0.8,0.0027,1.0,46,-0.48862164662349666,0.0,-0.1450424352670186,-0.1477424352670186,-0.045194999523716334,-0.043094999523716336,-0.09984743574330227,-0.10464743574330226,0.8,0.0027,1.0,46
31,2018-09,46,-0.02434058374820182,normal,0.0005,1.0,0.3186555658341042,60.0,0.013846524267524968,0.011746524267524969,-0.062480389847074304,-0.060080389847074304,0.07632691411459927,0.07182691411459927,0.75,0.0021,1.0,46,0.43472093740363854,50.0,0.00907675073223789,0.00667675073223789,-0.06499432756449915,-0.06259432756449915,0.07407107829673704,0.06927107829673704,0.8,0.0024000000000000002,1.0,46,0.3584952204748689,60.0,0.0011553901902453395,-0.0009446098097546604,-0.08999615907945409,-0.08819615907945409,0.09115154926969943,0.08725154926969943,0.6499999999999999,0.0021,1.0,46,0.41991982732038236,60.0,0.01945344232868843,0.016753442328688428,-0.07753935668393083,-0.07513935668393083,0.09699279901261926,0.09189279901261926,0.8500000000000001,0.0027,1.0,46
32,2018-10,46,0.04470207677727112,normal,-0.0147,1.0,0.11341350601295097,60.0,0.03391565713838611,0.03181565713838611,0.012625078237724418,0.015325078237724419,0.021290578900661692,0.016490578900661693,0.8,0.0021,1.0,46,0.13253160653715695,60.0,0.028727897076916375,0.026627897076916374,-0.00811985955219292,-0.00541985955219292,0.036847756629109295,0.032047756629109296,0.8,0.0021,1.0,46,0.32346592661116247,70.0,0.06204531089093053,0.05994531089093053,-0.03676213351093014,-0.03406213351093014,0.09880744440186068,0.09400744440186068,0.8,0.0021,1.0,46,0.21159420289855074,60.0,0.013037664350380871,0.010937664350380872,-0.03592736989118781,-0.03322736989118781,0.048965034241568686,0.04416503424156868,0.8,0.0021,1.0,46
33,2018-11,46,-0.01676187361277861,normal,-0.0241,1.0,0.00018501387604070305,40.0,-0.02353483071122186,-0.025934830711221858,-0.019004442682718815,-0.016604442682718816,-0.0045303880285030435,-0.009330388028503042,0.8,0.0024000000000000002,1.0,46,-0.08973172987974098,40.0,-0.03245614985726734,-0.034856149857267336,-0.0160180266929696,-0.0142180266929696,-0.016438123164297738,-0.020638123164297736,0.7,0.0024000000000000002,1.0,46,0.031514030218933085,60.0,-0.022015860665005976,-0.024415860665005975,-0.01482045168682013,-0.013020451686820131,-0.007195408978185845,-0.011395408978185844,0.7,0.0024000000000000002,1.0,46,-0.03595436324390996,40.0,-0.031395371075991295,-0.033795371075991294,-0.019993021355074397,-0.017893021355074396,-0.011402349720916898,-0.0159023497209169,0.75,0.0024000000000000002,1.0,46
34,2018-12,46,-0.020511882559838365,normal,-0.0263,1.0,0.08504471168670984,30.0,-0.01786474404096202,-0.01966474404096202,-0.015357655011240978,-0.012957655011240979,-0.002507089029721042,-0.006707089029721041,0.7,0.0018,1.0,46,0.08048103607770582,30.0,-0.016094444178356905,-0.017594444178356906,-0.037143620773806854,-0.03444362077380685,0.02104917659544995,0.016849176595449947,0.7,0.0015,1.0,46,0.11526364477335797,50.0,-0.0011269142253836502,-0.0026269142253836503,-0.023471258269148632,-0.02137125826914863,0.022344344043764983,0.01874434404376498,0.6,0.0015,1.0,46,0.1396854764107308,40.0,0.014358386824605959,0.01255838682460596,-0.0494058590070108,-0.0470058590070108,0.06376424583161676,0.059564245831616756,0.7,0.0018,1.0,46
35,2019-01,46,0.06316405460995868,normal,-0.0137,1.0,-0.05346901017576317,80.0,0.06782438109170016,0.06602438109170017,0.08234426657749135,0.08444426657749135,-0.014519885485791181,-0.018419885485791182,0.6499999999999999,0.0018,1.0,46,0.15806352143077398,90.0,0.06778505519986491,0.06598505519986492,0.06471115765302557,0.06651115765302557,0.0030738975468393437,-0.0005261024531606484,0.6,0.0018,1.0,46,0.21554116558741904,90.0,0.10316365228806708,0.10136365228806708,0.0755776300710165,0.07767763007101651,0.027586022217050574,0.023686022217050573,0.6499999999999999,0.0018,1.0,46,0.044711686709836565,90.0,0.07604185010749612,0.07424185010749612,0.05736509295184398,0.05916509295184398,0.01867675715565214,0.01507675715565214,0.6,0.0018,1.0,46
36,2019-02,46,0.0885019672340586,normal,-0.0247,1.0,-0.03558433549182855,100.0,0.09588868989956825,0.09378868989956825,0.10147679763449732,0.10387679763449732,-0.005588107734929071,-0.010088107734929075,0.75,0.0021,1.0,46,-0.06173296330558124,100.0,0.08041164946191381,0.07891164946191381,0.0974545861253647,0.0992545861253647,-0.017042936663450886,-0.020342936663450883,0.55,0.0015,1.0,46,0.0667900092506938,100.0,0.0995528307216449,0.0974528307216449,0.08588577552339724,0.08738577552339724,0.013667055198247666,0.01006705519824766,0.6,0.0021,1.0,46,-0.009065679925994448,100.0,0.09326742498238372,0.09146742498238372,0.0906884097372254,0.0930884097372254,0.0025790152451583143,-0.0016209847548416811,0.7,0.0018,1.0,46
37,2019-03,46,-0.00919286707045328,normal,-0.021,1.0,-0.07949429540548875,20.0,-0.0350265739126205,-0.0374265739126205,-0.00041258629341780833,0.001987413706582192,-0.03461398761920269,-0.03941398761920269,0.8,0.0024000000000000002,1.0,46,-0.036201048411964226,40.0,-0.008083489180102604,-0.010483489180102605,0.00858067296496703,0.011280672964967028,-0.016664162145069633,-0.021764162145069633,0.8500000000000001,0.0024000000000000002,1.0,46,0.12266419981498612,50.0,0.01618594807060881,0.013485948070608808,-0.0309628002953277,-0.028262800295327697,0.04714874836593651,0.041748748365936506,0.9,0.0027,1.0,46,-0.02362010484119642,40.0,-0.0001544692448696622,-0.0025544692448696625,-0.008767599152485688,-0.006667599152485689,0.008613129907616026,0.004113129907616026,0.75,0.0024000000000000002,1.0,46
38,2019-04,46,0.017745677792411162,normal,-0.0208,1.0,0.20752389762565526,70.0,0.04771959250646971,0.04531959250646971,0.017033253640102768,0.01973325364010277,0.030686338866366944,0.025586338866366944,0.8500000000000001,0.0024000000000000002,1.0,46,0.07542399013259327,60.0,0.019251708948347396,0.017151708948347395,-0.004635398810988269,-0.002235398810988269,0.023887107759335665,0.019387107759335664,0.75,0.0021,1.0,46,0.26105457909343205,60.0,0.036824435806454905,0.034424435806454906,-0.023522102051680004,-0.021422102051680002,0.06034653785813491,0.05584653785813491,0.75,0.0024000000000000002,1.0,46,0.15942028985507248,70.0,0.044389854528658665,0.04228985452865867,0.001242222973401957,0.003642222973401957,0.04314763155525671,0.03864763155525671,0.75,0.0021,1.0,46
39,2019-05,46,-0.027603759912222477,normal,-0.0269,1.0,-0.00030835646006783845,40.0,-0.026202398021486717,-0.028002398021486716,-0.044600790875376606,-0.04250079087537661,0.01839839285388989,0.014498392853889892,0.6499999999999999,0.0018,1.0,46,-0.032377428307123035,10.0,-0.05309272793870405,-0.05459272793870405,-0.03316734270023401,-0.03106734270023401,-0.01992538523847004,-0.02352538523847004,0.6,0.0015,1.0,46,-0.08442799876657416,30.0,-0.039834799160103636,-0.041034799160103635,-0.00932356936139666,-0.00722356936139666,-0.030511229798706976,-0.033811229798706974,0.55,0.0012000000000000001,1.0,46,0.02189330866481653,20.0,-0.04256414344928854,-0.044064143449288544,-0.049670426769192685,-0.04757042676919269,0.007106283319904143,0.0035062833199041438,0.6,0.0015,1.0,46
40,2019-06,46,-0.06157960713687418,normal,-0.0205,1.0,0.22244835029293863,30.0,-0.04070741105038694,-0.042807411050386934,-0.09819052081812114,-0.09549052081812115,0.05748310976773421,0.052683109767734215,0.8,0.0021,1.0,46,0.044711686709836565,30.0,-0.05497327566270197,-0.05767327566270197,-0.08205548092663673,-0.07965548092663673,0.027082205263934754,0.021982205263934754,0.8500000000000001,0.0027,1.0,46,0.040024668516805424,20.0,-0.07248845086201,-0.07518845086201,-0.09033667082868743,-0.08793667082868743,0.01784821996667743,0.012748219966677438,0.8500000000000001,0.0027,1.0,46,0.13265494912118408,20.0,-0.07601696649686515,-0.07841696649686515,-0.08136969397025107,-0.07896969397025107,0.005352727473385915,0.0005527274733859167,0.8,0.0024000000000000002,1.0,46
41,2019-07,46,-0.011131901841812243,normal,-0.024,1.0,-0.14437249460376195,30.0,-0.02165681446816208,-0.02435681446816208,0.003361113261755289,0.006061113261755289,-0.02501792772991737,-0.030417927729917367,0.9,0.0027,1.0,46,0.03003391921060746,40.0,-0.011405943069172053,-0.014105943069172053,0.0048713335017994104,0.00787133350179941,-0.016277276570971465,-0.02197727657097146,0.95,0.0027,1.0,46,-0.05642923219241443,30.0,-0.02384668534384323,-0.02624668534384323,-0.003971649534737249,-0.001271649534737249,-0.019875035809105983,-0.024975035809105983,0.8500000000000001,0.0024000000000000002,1.0,46,-0.08689485044711685,30.0,-0.01626873017550284,-0.01896873017550284,0.006524843325348359,0.00922484332534836,-0.0227935735008512,-0.0281935735008512,0.9,0.0027,1.0,46
42,2019-08,47,0.06469276928177602,normal,-0.0154,1.0,0.41234967622571694,100.0,0.12469632858062867,0.12229632858062867,0.02655409867935512,0.02865409867935512,0.09814222990127355,0.09364222990127355,0.75,0.0024000000000000002,1.0,47,0.2595975948196115,90.0,0.09637739098501295,0.09427739098501295,0.049879940609184395,0.0516799406091844,0.04649745037582856,0.04259745037582855,0.6499999999999999,0.0021,1.0,47,0.2320767807585569,90.0,0.10041610701057457,0.09801610701057457,0.039298720431307554,0.041698720431307554,0.06111738657926702,0.05631738657926702,0.8,0.0024000000000000002,1.0,47,0.32469935245143383,90.0,0.10277548291097016,0.10067548291097016,0.02277446857728791,0.024874468577287912,0.08000101433368226,0.07580101433368225,0.7,0.0021,1.0,47
43,2019-09,48,0.03158661489390182,normal,-0.0214,1.0,-0.10366912722535823,60.0,-0.01574705275938989,-0.01784705275938989,0.052275472602293205,0.054675472602293204,-0.0680225253616831,-0.07252252536168309,0.75,0.0021,1.0,48,-0.12787668258792878,60.0,0.010653700726838041,0.008553700726838042,0.03946572968850511,0.04216572968850511,-0.02881202896166707,-0.03361202896166707,0.8,0.0021,1.0,48,0.05753365175857577,80.0,0.042533611613743735,0.04043361161374374,0.005694318981976168,0.008694318981976168,0.036839292631767565,0.03173929263176757,0.85,0.0021,1.0,48,-0.051454624402952676,60.0,0.0047949688937944015,0.0029949688937944015,0.042291967635864215,0.044991967635864216,-0.03749699874206981,-0.041996998742069816,0.75,0.0018,1.0,48
44,2019-10,48,-0.003131533924763128,normal,-0.0226,1.0,0.17965696917064697,70.0,0.05690774380429473,0.05450774380429473,-0.00920456852531469,-0.007104568525314691,0.06611231232960943,0.061612312329609425,0.75,0.0024000000000000002,1.0,48,0.16760746851932265,70.0,0.04482306998494806,0.04242306998494806,-0.015540226887794056,-0.012840226887794057,0.06036329687274212,0.05526329687274212,0.8500000000000001,0.0024000000000000002,1.0,48,0.12049500651324359,60.0,0.02694771257062497,0.02484771257062497,0.010042923026155351,0.01244292302615535,0.01690478954446962,0.012404789544469618,0.75,0.0021,1.0,48,0.1895353886235345,70.0,0.052422676171303764,0.050022676171303765,-0.0019160785712931297,0.00048392142870687057,0.0543387547425969,0.04953875474259689,0.8,0.0024000000000000002,1.0,48
45,2019-11,48,0.024467716648444094,normal,-0.0229,1.0,0.16901867129830656,50.0,0.016270893969059612,0.013870893969059613,0.006419430965868269,0.009119430965868269,0.009851463003191343,0.004751463003191344,0.8500000000000001,0.0024000000000000002,1.0,48,0.07859313938341293,60.0,0.02807367265270777,0.02537367265270777,0.013606222158452214,0.016006222158452214,0.014467450494255556,0.009367450494255556,0.8500000000000001,0.0027,1.0,48,-0.0322405557967868,60.0,0.028960510233864183,0.025960510233864184,0.04770275623077509,0.049502756230775095,-0.01874224599691091,-0.02354224599691091,0.8,0.003,1.0,48,0.12537993920972643,50.0,0.029567453889786387,0.026567453889786388,0.00932435676068993,0.012024356760689931,0.020243097129096457,0.014543097129096457,0.95,0.003,1.0,48
46,2019-12,48,0.01365849363359084,normal,-0.0145,1.0,0.24891445940078155,50.0,0.014074020611977841,0.011974020611977842,-0.04982209123395454,-0.04802209123395454,0.06389611184593239,0.059996111845932384,0.6499999999999999,0.0021,1.0,48,0.0930308293530178,60.0,0.047858603989783005,0.046058603989783,-0.012920427821751828,-0.010820427821751829,0.06077903181153484,0.05687903181153483,0.6499999999999999,0.0018,1.0,48,0.37689969604863227,70.0,0.06252524226991144,0.060125242269911436,-0.042326375694471396,-0.0399263756944714,0.10485161796438283,0.10005161796438283,0.8,0.0024000000000000002,1.0,48,0.2323056882327399,50.0,0.030780157000884996,0.028680157000884995,-0.017841407294991098,-0.016041407294991098,0.048621564295876094,0.04472156429587609,0.6499999999999999,0.0021,1.0,48
47,2020-01,48,-0.16252939863756308,normal,-0.0251,1.0,0.12852800694745983,0.0,-0.17248329471643384,-0.17518329471643385,-0.16377998157653328,-0.1616799815765333,-0.008703313139900554,-0.013503313139900552,0.8,0.0027,1.0,48,0.2107034303082935,0.0,-0.13084692859061509,-0.1335469285906151,-0.17739803663295173,-0.17499803663295171,0.04655110804233664,0.04145110804233662,0.8500000000000001,0.0027,1.0,48,0.2747503256621798,0.0,-0.1464476056375391,-0.14884760563753913,-0.18206076273851463,-0.1796607627385146,0.03561315710097551,0.030813157100975486,0.8,0.0024000000000000002,1.0,48,0.23501953973078593,0.0,-0.1520340637423056,-0.1550340637423056,-0.16829360502816912,-0.1658936050281691,0.016259541285863516,0.0108595412858635,0.9,0.003,1.0,48
48,2020-02,37,-0.08041078776362878,normal,-0.0121,1.0,-0.07989568515884304,20.0,-0.0706568622937345,-0.0730568622937345,-0.07564673390048228,-0.07354673390048228,0.004989871606747784,0.0004898716067477799,0.75,0.0024000000000000002,1.0,37,-0.15339023233760074,20.0,-0.07783114930370907,-0.08023114930370907,-0.06990883921254445,-0.06750883921254446,-0.00792231009116462,-0.012722310091164618,0.8,0.0024000000000000002,1.0,37,-0.09435751541014697,20.0,-0.07393363934989758,-0.07633363934989758,-0.032145633066617156,-0.029745633066617157,-0.04178800628328042,-0.04658800628328042,0.8,0.0024000000000000002,1.0,37,-0.08084400189663347,20.0,-0.06474209903134312,-0.06714209903134312,-0.02342116055099481,-0.02102116055099481,-0.04132093848034831,-0.04612093848034831,0.8,0.0024000000000000002,1.0,37
49,2020-03,46,0.07903240386576653,normal,-0.0367,1.0,-0.1267345050878816,60.0,0.05262505531748367,0.05052505531748367,0.08371816885008607,0.08641816885008606,-0.0310931135326024,-0.03589311353260239,0.8,0.0021,1.0,46,-0.12550107924761023,50.0,0.025662243846611858,0.023562243846611857,0.11929806016508368,0.12139806016508368,-0.09363581631847182,-0.09783581631847182,0.7,0.0021,1.0,46,-0.12266419981498612,50.0,0.02430318768657267,0.02250318768657267,0.06269969240624342,0.06509969240624341,-0.038396504719670745,-0.04259650471967075,0.7,0.0018,1.0,46,-0.14449583718778908,50.0,0.02764258167891408,0.02554258167891408,0.09053619441924696,0.09293619441924696,-0.06289361274033288,-0.06739361274033287,0.75,0.0021,1.0,46
50,2020-04,48,0.02624483667229857,normal,0.2337,1.0,-0.09455058619192358,50.0,0.0020212004509647984,-0.0003787995490352018,0.03078666007621344,0.03348666007621344,-0.02876545962524864,-0.033865459625248645,0.8500000000000001,0.0024000000000000002,1.0,48,-0.09563612679114199,50.0,-0.010475901326981141,-0.01317590132698114,0.02435972166084826,0.02705972166084826,-0.0348356229878294,-0.0402356229878294,0.9,0.0027,1.0,48,-0.11463308727746417,60.0,-0.00352469926211675,-0.0059246992621167505,0.017623150985272028,0.02032315098527203,-0.02114785024738878,-0.02624785024738878,0.8500000000000001,0.0024000000000000002,1.0,48,-0.1265740338688667,60.0,0.024949629222080744,0.022249629222080743,0.03195473490254532,0.03465473490254532,-0.007005105680464578,-0.01240510568046458,0.9,0.0027,1.0,48
51,2020-05,48,0.08868301809929331,normal,0.0419,1.0,0.2609639600521059,80.0,0.11071265150873104,0.10831265150873104,0.03496749148538617,0.03706749148538617,0.07574516002334486,0.07124516002334487,0.75,0.0024000000000000002,1.0,48,0.21287451150673034,100.0,0.1170215409683402,0.11432154096834021,0.057339098279441024,0.060039098279441025,0.05968244268889918,0.05428244268889919,0.9,0.0027,1.0,48,0.32729049066435084,90.0,0.10569618119774078,0.10329618119774078,0.04699374814153281,0.04939374814153281,0.058702433056207974,0.053902433056207975,0.8,0.0024000000000000002,1.0,48,0.27073382544507163,100.0,0.11945764414966538,0.11675764414966538,0.03345103721750002,0.03555103721750002,0.08600660693216536,0.08120660693216536,0.8,0.0027,1.0,48
52,2020-06,48,0.11312846695387242,normal,-0.0196,1.0,0.06719496309161962,100.0,0.10267978280108607,0.09997978280108608,0.07457134963909237,0.07697134963909237,0.0281084331619937,0.023008433161993705,0.8500000000000001,0.0027,1.0,48,-0.06404689535388623,80.0,0.09135152827721472,0.08925152827721472,0.09220033254722967,0.09490033254722967,-0.0008488042700149495,-0.005648804270014948,0.8,0.0021,1.0,48,0.04982631350412505,80.0,0.07514040732077132,0.07334040732077132,0.09243353596887942,0.09543353596887942,-0.0172931286481081,-0.0220931286481081,0.8,0.0018,1.0,48,0.03126356925749023,90.0,0.08687184646770044,0.08477184646770043,0.07483407331759243,0.07723407331759242,0.012037773150108011,0.007537773150108007,0.75,0.0021,1.0,48
53,2020-07,47,0.04208917643195067,normal,-0.0068,1.0,0.08684088806660499,60.0,0.023775377489721836,0.021675377489721835,0.024019149894004034,0.026119149894004035,-0.00024377240428219774,-0.0044437724042822,0.7,0.0021,1.0,47,0.14789546716003701,60.0,0.05493822457164423,0.052838224571644235,0.024268398112924854,0.026368398112924855,0.03066982645871938,0.02646982645871938,0.7,0.0021,1.0,47,0.028561517113783533,60.0,0.04320484763755672,0.04110484763755672,0.05157469751729292,0.05427469751729292,-0.0083698498797362,-0.013169849879736198,0.8,0.0021,1.0,47,0.11470860314523591,60.0,0.03365623759430893,0.03155623759430893,0.03255916674476638,0.03465916674476638,0.001097070849542546,-0.0031029291504574494,0.7,0.0021,1.0,47
54,2020-08,48,0.021036632980354977,normal,0.0002,1.0,0.0486322188449848,30.0,-0.00866547116847632,-0.011365471168476322,-0.008386245834213763,-0.005386245834213763,-0.00027922533426255787,-0.005979225334262559,0.95,0.0027,1.0,48,0.07837603126356926,50.0,-0.006006493063622421,-0.00870649306362242,-0.01971938653318256,-0.017019386533182558,0.013712893469560138,0.008312893469560137,0.9,0.0027,1.0,48,0.049609205384281374,30.0,-0.02043738479420467,-0.02343738479420467,-0.028274417184880118,-0.02587441718488012,0.007837032390675448,0.002437032390675449,0.9,0.003,1.0,48,0.04646113764654798,40.0,0.0061145340086739604,0.0034145340086739603,-0.01971938653318256,-0.017019386533182558,0.02583392054185652,0.02043392054185652,0.9,0.0027,1.0,48
55,2020-09,48,0.09982544977810738,normal,-0.0414,1.0,0.14893617021276598,90.0,0.13461950304862258,0.13281950304862258,0.11298322188796248,0.11538322188796248,0.021636281160660104,0.017436281160660108,0.7,0.0018,1.0,48,0.08619192357794181,90.0,0.11531552042342134,0.11351552042342135,0.07310005283487672,0.07580005283487672,0.04221546758854462,0.03771546758854463,0.75,0.0018,1.0,48,0.10453755970473297,80.0,0.11132961162739388,0.10952961162739389,0.06997959489003616,0.07237959489003616,0.04135001673735772,0.037150016737357724,0.7,0.0018,1.0,48,0.1165870603560573,90.0,0.11815582216512768,0.11635582216512769,0.08991076043941529,0.09231076043941529,0.028245061725712395,0.0240450617257124,0.7,0.0018,1.0,48
56,2020-10,48,0.16130628800776356,normal,-0.0239,1.0,-0.215154146765089,100.0,0.18601579262018247,0.18331579262018247,0.20036723913185944,0.20246723913185943,-0.014351446511676968,-0.019151446511676967,0.8,0.0027,1.0,48,-0.13482414242292662,100.0,0.15403705873148552,0.1513370587314855,0.17119193613809153,0.17299193613809152,-0.01715487740660601,-0.021654877406606016,0.75,0.0027,1.0,48,-0.2915762049500651,90.0,0.135786235460978,0.133386235460978,0.22938486902245914,0.23178486902245915,-0.09359863356148113,-0.09839863356148115,0.8,0.0024000000000000002,1.0,48,-0.25564481111593573,100.0,0.14623784054897476,0.14323784054897476,0.1971260038219103,0.1992260038219103,-0.05088816327293555,-0.05598816327293554,0.85,0.003,1.0,48
57,2020-11,48,0.13635345320109798,normal,-0.018,1.0,0.060356057316543636,100.0,0.14147058143726884,0.13907058143726883,0.1331467609882952,0.1355467609882952,0.008323820448973646,0.003523820448973619,0.8,0.0024000000000000002,1.0,48,-0.12592270950933565,100.0,0.12185198706173095,0.11945198706173095,0.14973122302537428,0.1524312230253743,-0.027879235963643334,-0.03297923596364334,0.8500000000000001,0.0024000000000000002,1.0,48,-0.13699522362136343,100.0,0.10636552842382936,0.10396552842382936,0.14384593092359904,0.14594593092359903,-0.03748040249976968,-0.04198040249976967,0.75,0.0024000000000000002,1.0,48,-0.04613547546678245,100.0,0.1292719102847974,0.12687191028479738,0.13102084746276862,0.13342084746276864,-0.001748937177971227,-0.0065489371779712535,0.8,0.0024000000000000002,1.0,48
58,2020-12,48,0.08289934599043101,normal,0.0055,1.0,-0.13113330438558404,70.0,0.026842881623440958,0.024142881623440957,0.07901627341629007,0.08141627341629007,-0.05217339179284911,-0.05727339179284911,0.8500000000000001,0.0027,1.0,48,-0.08228397742075554,80.0,0.07902156911917144,0.07632156911917144,0.07308793701277294,0.07608793701277294,0.005933632106398495,0.00023363210639849863,0.95,0.0027,1.0,48,0.08260963960052106,70.0,0.09428419675384393,0.09188419675384393,0.08566554092407044,0.08836554092407044,0.008618655829773489,0.0035186558297734954,0.8500000000000001,0.0024000000000000002,1.0,48,-0.07881024750325662,70.0,0.053649304669561935,0.050949304669561934,0.07618327460414583,0.07918327460414583,-0.02253396993458389,-0.028233969934583894,0.95,0.0027,1.0,48
59,2021-01,48,0.10588456513481188,normal,-0.0055,1.0,-0.1900781589231437,100.0,0.11170312897130116,0.10870312897130116,0.19067932699273665,0.19307932699273667,-0.07897619802143549,-0.0843761980214355,0.9,0.003,1.0,48,-0.0877116804168476,100.0,0.13104647422530463,0.12834647422530462,0.16238334487337597,0.16478334487337598,-0.031336870648071335,-0.03643687064807136,0.8500000000000001,0.0027,1.0,48,-0.22166739036039948,60.0,0.07075699733971581,0.06805699733971582,0.16488949586301724,0.16728949586301725,-0.09413249852330142,-0.09923249852330143,0.8500000000000001,0.0027,1.0,48,-0.12700825010855404,100.0,0.12429697304350973,0.12129697304350973,0.19717717024125186,0.19927717024125186,-0.07288019719774214,-0.07798019719774213,0.85,0.003,1.0,48
