fold,test_month,n_stocks,nifty_return,LightGBM_rank_ic,LightGBM_hit_rate_pct,LightGBM_top10_gross,LightGBM_top10_net,LightGBM_ls_spread_net,LightGBM_turnover,XGBoost_rank_ic,XGBoost_hit_rate_pct,XGBoost_top10_gross,XGBoost_top10_net,XGBoost_ls_spread_net,XGBoost_turnover,RandomForest_rank_ic,RandomForest_hit_rate_pct,RandomForest_top10_gross,RandomForest_top10_net,RandomForest_ls_spread_net,RandomForest_turnover,Ensemble_rank_ic,Ensemble_hit_rate_pct,Ensemble_top10_gross,Ensemble_top10_net,Ensemble_ls_spread_net,Ensemble_turnover
32,2017-10,46,0.004518534577474025,-0.09602220166512487,40.0,0.013323000256569342,0.011073000256569342,-0.0040536785903992865,0.75,0.09602220166512487,50.0,0.02725838920670251,0.02515838920670251,0.030970296158920448,0.7,0.016096207215541166,50.0,0.039534513291387664,0.03743451329138767,0.04026934990236334,0.7,0.040764724020968236,50.0,0.051411403389919896,0.0493114033899199,0.05057416479384634,0.7
33,2017-11,46,0.049190279067096464,0.02522355843354918,80.0,0.04151418761779389,0.03971418761779389,-0.016386676528648683,0.6,0.1742213999383287,90.0,0.06462891960690358,0.06267891960690358,0.012876847282192745,0.6499999999999999,0.12587110699969162,80.0,0.05701953650360233,0.05566953650360233,0.012193021218780492,0.45,0.11834720937403638,80.0,0.0512969339420359,0.0496469339420359,0.005077336971251532,0.55
34,2017-12,46,-0.013171674882177133,-0.04705519580635214,30.0,-0.03395954428050805,-0.03590954428050805,-0.035643904235520364,0.6499999999999999,-0.12624113475177304,40.0,-0.030682688750312086,-0.03278268875031209,-0.03638392559723479,0.7,-0.3017576318223867,20.0,-0.051354370880171626,-0.052704370880171623,-0.07505159255372927,0.44999999999999996,-0.2050570459451125,20.0,-0.05677993483406842,-0.05842993483406842,-0.07245572463967265,0.55
35,2018-01,46,-0.049574301770367785,-0.10835646006783842,20.0,-0.0672757490300602,-0.0693757490300602,-0.006813488328259398,0.7,0.026703669441874803,30.0,-0.04257828711520363,-0.04422828711520363,-0.010557532881840755,0.55,-0.11131668208448967,30.0,-0.0540467096086096,-0.0556967096086096,-0.02427798386858799,0.55,-0.08048103607770582,30.0,-0.04257828711520363,-0.044378287115203634,-0.0006556037194897085,0.6
36,2018-02,46,0.01970048087999154,-0.00018501387604070305,50.0,0.01940934656345151,0.017909346563451507,-0.026961769818815193,0.5,0.15806352143077398,60.0,0.02389389443102846,0.02224389443102846,0.0117258024172797,0.55,0.05642923219241443,50.0,0.023611789645214327,0.022411789645214328,0.008935929446429368,0.4,0.08751156336725255,50.0,0.013249973875256,0.011749973875256,-0.025599434860089598,0.5
37,2018-03,46,0.05595792635071558,-0.11785383903792784,80.0,0.04392877995470603,0.04167877995470603,-0.005322473796258019,0.75,0.024360160345359236,80.0,0.046422382743554313,0.044322382743554316,0.007909003764506595,0.7,-0.04705519580635214,80.0,0.042535781638967395,0.04028578163896739,-0.008270609036227297,0.75,-0.04335491828553808,80.0,0.043075334559946984,0.04097533455994699,0.004561955580899266,0.7
38,2018-04,46,0.001660216552271592,0.09330866481652789,50.0,0.017220696320069038,0.014820696320069039,0.0259937419127366,0.8,0.22503854455750846,60.0,0.029414856189614296,0.027314856189614295,0.05752136727653426,0.7,0.14030218933086647,70.0,0.031318471748575084,0.029068471748575082,0.039030439189213464,0.75,0.18199198273203823,50.0,0.01722069632006904,0.014970696320069041,0.03379244203082281,0.75
39,2018-05,46,0.015806357251170338,-0.08011100832562441,50.0,0.036013208383316196,0.033763208383316194,-0.0234068894866419,0.75,-0.19679309281529445,40.0,0.013794178471497432,0.011694178471497433,-0.0647238692233253,0.7,-0.15386987357385137,40.0,0.01690795542832684,0.014807955428326842,-0.02753311435984128,0.7,-0.13105149552883133,40.0,0.016907955428326838,0.014807955428326839,-0.06161009226649591,0.7
40,2018-06,46,0.05144235066671429,-0.10527289546716004,80.0,0.04173720414385373,0.03963720414385373,-0.019084625876953316,0.7,-0.022756706753006475,80.0,0.04234196300518199,0.03979196300518199,-0.007029581786174313,0.8500000000000001,0.04693185322232501,70.0,0.04447604397797157,0.042376043977971574,0.008213330488755867,0.7,-0.04520505704594511,80.0,0.0373289087965874,0.0350789087965874,-0.0178593269344268,0.75
41,2018-07,46,0.045823698344993016,-0.04138143694110392,60.0,0.05559438411107457,0.05394438411107457,-0.004861006342650832,0.55,-0.21356768424298492,50.0,0.03509178014903402,0.03314178014903402,-0.01864872652897511,0.6499999999999999,-0.2690718470551958,30.0,0.015178007445848801,0.013978007445848801,-0.04511025494342791,0.4,-0.15559666975023126,60.0,0.06188090427847046,0.060230904278470464,0.0014255138247450602,0.55
42,2018-08,46,-0.10197246995370846,-0.2499537465309898,0.0,-0.12304416590863092,-0.12484416590863091,-0.053324899484816696,0.6,-0.2245451742213999,0.0,-0.12819049737721294,-0.13014049737721295,-0.03896341971343477,0.6499999999999999,-0.2694418748072772,0.0,-0.10884710969400044,-0.11094710969400044,-0.04673520130509565,0.7,-0.2721554116558742,0.0,-0.12928640075092473,-0.13108640075092473,-0.05304600062079609,0.6
43,2018-09,46,-0.02434058374820182,0.37354301572617943,70.0,0.0280674195615589,0.025817419561558898,0.10945695538192843,0.75,0.4144927536231884,60.0,0.024008078335578727,0.022058078335578726,0.10667739069707666,0.6499999999999999,0.48023435090965155,70.0,0.0343310023274159,0.032531002327415896,0.13679838378538475,0.6000000000000001,0.4584027135368485,60.0,0.02620127191597415,0.02425127191597415,0.13292465089469768,0.6499999999999999
44,2018-10,46,0.04470207677727112,0.14671600370027751,80.0,0.044257700544850745,0.041557700544850744,0.03927143539969748,0.9,0.09614554424915202,90.0,0.08539368719846745,0.08344368719846745,0.03338028531382407,0.6499999999999999,0.21332099907493063,80.0,0.04861760695564703,0.04621760695564703,0.018793624538086137,0.8,0.18026518655565835,80.0,0.04178446198378312,0.03923446198378312,0.027354464282499713,0.8500000000000001
45,2018-11,46,-0.01676187361277861,0.12981806968855997,50.0,-0.012376622494282662,-0.014176622494282662,0.025973947568975538,0.6,-0.15929694727104532,50.0,-0.01033746211396381,-0.01228746211396381,-0.00783382278403614,0.65,0.06728337958680235,50.0,-0.01006236934379316,-0.01171236934379316,0.0011816734389017997,0.55,-0.007215541165587419,40.0,-0.02449466753189309,-0.02644466753189309,-0.02180684392015416,0.65
46,2018-12,46,-0.020511882559838365,0.25883441258094353,40.0,0.02665727912301203,0.02470727912301203,0.06014413259241853,0.6499999999999999,0.42288004933703366,50.0,0.041878534513865105,0.03977853451386511,0.12463501873580388,0.7,0.37699660807893925,60.0,0.03559840532300272,0.03364840532300272,0.10677295625808411,0.6499999999999999,0.3802035152636447,50.0,0.02781835567314489,0.02601835567314489,0.0858467798902006,0.6
47,2019-01,46,0.06316405460995868,-0.06777674992291088,70.0,0.03920299890383429,0.037402998903834285,-0.03666709680824374,0.6,-0.07628738822078322,80.0,0.06189936264621136,0.05994936264621136,-0.022147672563745384,0.6499999999999999,-0.16139377119950662,60.0,0.03134630742674892,0.02969630742674892,-0.06237758684828673,0.55,-0.0856614246068455,70.0,0.03420005225138569,0.03240005225138569,-0.04237282533619803,0.6
48,2019-02,46,0.0885019672340586,-0.21073080481036077,80.0,0.06658016536882712,0.06493016536882712,-0.051216425063770665,0.55,-0.12414431082331175,100.0,0.08279239543915716,0.08129239543915716,-0.02248662066768696,0.5,-0.11958063521430773,100.0,0.0882959431179903,0.0864959431179903,-0.019753968269186573,0.6,-0.16324390995991364,90.0,0.07925344762575334,0.07775344762575334,-0.025597305571396792,0.5
49,2019-03,46,-0.00919286707045328,0.18914585260561206,50.0,-1.2937960372289003e-05,-0.0021129379603722887,0.0004624194274566746,0.7,0.02966389145852606,40.0,-0.01266862677951477,-0.014768626779514769,-0.015108153089075647,0.7,0.14622263336416896,60.0,0.01200559723606944,0.01020559723606944,0.034430377592883914,0.6,0.15362318840579708,40.0,-0.01836208586959967,-0.020612085869599672,-0.002098188870097946,0.75
50,2019-04,46,0.017745677792411162,0.016342892383595434,60.0,0.02351765950426311,0.02111765950426311,-0.017142333030317997,0.8,0.06975023126734504,70.0,0.058328922127559815,0.05622892212755982,0.016111249615383925,0.7,0.23576934936786928,80.0,0.06791650786548506,0.06596650786548507,0.04801316757607349,0.6499999999999999,0.08553808202281836,80.0,0.07238277313342763,0.07043277313342763,0.04172680961031219,0.6499999999999999
51,2019-05,46,-0.027603759912222477,-0.21221091581868637,20.0,-0.053008107107944104,-0.0546581071079441,-0.04332380758235281,0.55,-0.07579401788467467,20.0,-0.040922586441368466,-0.04242258644136847,-0.019594541919436027,0.5,-0.0385445575084798,30.0,-0.03863806043324501,-0.04013806043324501,-0.02006984454778075,0.5,-0.10921985815602836,20.0,-0.039288199072672475,-0.040788199072672476,-0.034547471456797416,0.5
52,2019-06,46,-0.06157960713687418,0.15399321615787853,40.0,-0.038172774648924025,-0.040572774648924025,0.07444340468174213,0.8,0.030650632130743136,40.0,-0.05717512088033429,-0.059725120880334284,0.012995331168937405,0.8500000000000001,0.20826395312981807,40.0,-0.04738746603962225,-0.04993746603962225,0.05869744250787043,0.8500000000000001,0.12254085723095899,40.0,-0.0509159816744774,-0.0531659816744774,0.05219018083012538,0.75
53,2019-07,46,-0.011131901841812243,0.2511871723712612,70.0,0.025322420842727872,0.02277242084272787,0.043036022673902066,0.8500000000000001,0.30348442799876657,70.0,0.01919173932697759,0.01649173932697759,0.05023925413217677,0.9,0.22565525747764414,70.0,0.03284958159844584,0.030299581598445837,0.03991248714122016,0.8500000000000001,0.2913968547641073,70.0,0.031027073262569434,0.028477073262569434,0.029846293399747155,0.8500000000000001
54,2019-08,47,0.06469276928177602,0.2708140610545791,70.0,0.07194080338140128,0.06954080338140128,0.0311441129466965,0.8,0.39350138760407033,100.0,0.12697286165692456,0.12472286165692456,0.0901999208306346,0.75,0.3882978723404255,100.0,0.11991333730093309,0.11766333730093309,0.08772594702868078,0.75,0.3504856614246068,90.0,0.10924045766433446,0.10714045766433446,0.06372937519231925,0.7
55,2019-09,48,0.03158661489390182,0.09476769431176725,80.0,0.02236384801446715,0.020113848014467146,-0.017305959906255004,0.75,0.13124185844550587,80.0,0.0372785050904329,0.0351785050904329,0.021194182468301785,0.7,0.08977420755536257,60.0,0.017888336693879747,0.015638336693879748,-0.003150571115037519,0.75,0.11137646547980894,70.0,0.037084655388286904,0.034984655388286906,-0.0022851525324352404,0.7
56,2019-10,48,-0.003131533924763128,0.11647850629613546,60.0,-0.0022311869876095515,-0.004481186987609551,-0.0008357692680254413,0.75,0.11626139817629179,70.0,0.04772302859738542,0.04517302859738542,0.037171339181792676,0.85,0.13178462874511507,80.0,0.03787758272518972,0.03547758272518972,0.02232123705178689,0.8,0.1739036039947894,80.0,0.05350116010754813,0.05110116010754813,0.05573422813606005,0.8
57,2019-11,48,0.024467716648444094,0.07175423360833695,80.0,0.03912054954509865,0.03687054954509865,0.009923145458970321,0.75,0.13080764220581848,90.0,0.04332451531781027,0.04092451531781027,0.019860700112000182,0.8,0.05753365175857577,80.0,0.04016968920799522,0.03776968920799522,-0.00029303041396220447,0.8,0.09107685627442465,80.0,0.0407892308070424,0.0383892308070424,0.015405567209756103,0.8
58,2019-12,48,0.01365849363359084,0.3335866261398176,70.0,0.0561208663566487,0.0544708663566487,0.08602414092465337,0.55,0.27865827181936603,30.0,-0.0014779993458665494,-0.0031279993458665496,0.03525426700289714,0.55,0.34020842379504995,60.0,0.020239449920098816,0.019039449920098817,0.06526290579795949,0.4,0.33619192357794186,50.0,0.027965737160417427,0.026465737160417425,0.07419491333508332,0.5
59,2020-01,48,-0.16252939863756308,0.4375814155449414,0.0,-0.13955087427480145,-0.14195087427480146,0.04020093951043224,0.8,0.542336083369518,0.0,-0.13485944910777295,-0.13710944910777295,0.05715733419139066,0.75,0.4443117672600955,0.0,-0.1487279737608958,-0.1509779737608958,0.02821528067978138,0.75,0.5054277029960921,0.0,-0.1384124052650037,-0.14081240526500372,0.05254150876291122,0.8
60,2020-02,37,-0.08041078776362878,-0.11925082977714554,20.0,-0.08101459936949743,-0.08326459936949743,-0.023512268278316942,0.75,-0.0825035561877667,30.0,-0.05673556738167777,-0.05883556738167777,0.011392110947478794,0.7,-0.08084400189663347,30.0,-0.05642798327026061,-0.058827983270260606,0.020710198273232477,0.8,-0.07871028923660502,30.0,-0.04955042890528712,-0.05180042890528712,0.03265890408516593,0.75
61,2020-03,46,0.07903240386576653,0.01227258711069997,70.0,0.09012928880498625,0.08787928880498624,0.029449928754982375,0.75,-0.09972247918593895,50.0,0.010469287667980848,0.008369287667980849,-0.04525950680847236,0.7,-0.07123034227567068,60.0,0.05453648442954136,0.052286484429541355,0.029387060240686075,0.75,-0.05124884366327475,50.0,0.01900898211427149,0.016908982114271488,-0.04137037793573238,0.7
62,2020-04,48,0.02624483667229857,-0.1191923577941815,60.0,0.009955672246809983,0.0074056722468099825,-0.016839665192894968,0.85,-0.23382544507164568,60.0,0.02901085367574078,0.02661085367574078,-0.03490402170386419,0.8,-0.1508901432913591,60.0,0.01027082814586161,0.00757082814586161,-0.021254095208952904,0.9,-0.1849761181068172,60.0,0.01470610725833971,0.01200610725833971,-0.024062788222309017,0.9
