fold,test_month,n_stocks,nifty_return,regime,avg_corr,nifty_vol,position_scale,LightGBM_rank_ic,LightGBM_hit_rate_pct,LightGBM_top10_gross,LightGBM_top10_net,LightGBM_bot10_gross,LightGBM_ls_spread_net,LightGBM_turnover,LightGBM_position_scale,LightGBM_n_long,LightGBM_n_short,XGBoost_rank_ic,XGBoost_hit_rate_pct,XGBoost_top10_gross,XGBoost_top10_net,XGBoost_bot10_gross,XGBoost_ls_spread_net,XGBoost_turnover,XGBoost_position_scale,XGBoost_n_long,XGBoost_n_short,RandomForest_rank_ic,RandomForest_hit_rate_pct,RandomForest_top10_gross,RandomForest_top10_net,RandomForest_bot10_gross,RandomForest_ls_spread_net,RandomForest_turnover,RandomForest_position_scale,RandomForest_n_long,RandomForest_n_short,Ensemble_rank_ic,Ensemble_hit_rate_pct,Ensemble_top10_gross,Ensemble_top10_net,Ensemble_bot10_gross,Ensemble_ls_spread_net,Ensemble_turnover,Ensemble_position_scale,Ensemble_n_long,Ensemble_n_short
41,2018-07,46,0.045823698344993016,normal,0.2132,0.0978,1.0,-0.04138143694110392,60.0,0.05559438411107457,0.05394438411107457,0.057155390453725405,-0.004861006342650832,0.55,1.0,10,10,-0.21356768424298492,50.0,0.03509178014903402,0.03314178014903402,0.04984050667800913,-0.01864872652897511,0.6499999999999999,1.0,10,10,-0.2690718470551958,30.0,0.015178007445848801,0.013978007445848801,0.05788826238927671,-0.04511025494342791,0.4,1.0,10,10,-0.15559666975023126,60.0,0.06188090427847046,0.060230904278470464,0.057155390453725405,0.0014255138247450602,0.55,1.0,10,10
42,2018-08,46,-0.10197246995370846,normal,0.0943,0.0711,1.0,-0.2499537465309898,0.0,-0.12304416590863092,-0.12484416590863091,-0.07331926642381421,-0.053324899484816696,0.6,1.0,10,10,-0.2245451742213999,0.0,-0.12819049737721294,-0.13014049737721295,-0.09312707766377817,-0.03896341971343477,0.6499999999999999,1.0,10,10,-0.2694418748072772,0.0,-0.10884710969400044,-0.11094710969400044,-0.0663119083889048,-0.04673520130509565,0.7,1.0,10,10,-0.2721554116558742,0.0,-0.12928640075092473,-0.13108640075092473,-0.07984040013012864,-0.05304600062079609,0.6,1.0,10,10
43,2018-09,46,-0.02434058374820182,normal,0.0724,0.0883,1.0,0.37354301572617943,70.0,0.0280674195615589,0.025817419561558898,-0.08588953582036954,0.10945695538192843,0.75,1.0,10,10,0.4144927536231884,60.0,0.024008078335578727,0.022058078335578726,-0.08656931236149792,0.10667739069707666,0.6499999999999999,1.0,10,10,0.48023435090965155,70.0,0.0343310023274159,0.032531002327415896,-0.10606738145796886,0.13679838378538475,0.6000000000000001,1.0,10,10,0.4584027135368485,60.0,0.02620127191597415,0.02425127191597415,-0.11062337897872351,0.13292465089469768,0.6499999999999999,1.0,10,10
44,2018-10,46,0.04470207677727112,normal,0.2422,0.1261,1.0,0.14671600370027751,80.0,0.044257700544850745,0.041557700544850744,-0.00041373485484673124,0.03927143539969748,0.9,1.0,10,10,0.09614554424915202,90.0,0.08539368719846745,0.08344368719846745,0.048113401884643386,0.03338028531382407,0.6499999999999999,1.0,10,10,0.21332099907493063,80.0,0.04861760695564703,0.04621760695564703,0.025023982417560892,0.018793624538086137,0.8,1.0,10,10,0.18026518655565835,80.0,0.04178446198378312,0.03923446198378312,0.00932999770128341,0.027354464282499713,0.8500000000000001,1.0,10,10
45,2018-11,46,-0.01676187361277861,elevated,0.3138,0.2367,0.733,0.12981806968855997,57.14285714285714,-0.006804174871323413,-0.00624403160925149,-0.023645524916947214,0.009831566726299389,0.5714285714285714,0.733,7,7,-0.15929694727104532,42.857142857142854,-0.0110056520277004,-0.009166642936304393,-0.012150872623971857,-0.0013595533029330219,0.5,0.733,7,7,0.06728337958680235,57.14285714285714,-0.0017398358165362584,-0.0022177282249496487,-0.002070979304029485,-0.0016421289665246078,0.42857142857142855,0.733,7,7,-0.007215541165587419,42.857142857142854,-0.0098712677709732,-0.008335139276123355,-0.019389942968675827,0.004778188919916026,0.5,0.733,7,7
46,2018-12,46,-0.020511882559838365,normal,0.1659,0.114,1.0,0.25883441258094353,40.0,0.02665727912301203,0.02455727912301203,-0.0373868534694065,0.059844132592418525,0.7,1.0,10,10,0.42288004933703366,50.0,0.041878534513865105,0.0396285345138651,-0.08695648422193877,0.12433501873580388,0.75,1.0,10,10,0.37699660807893925,60.0,0.03559840532300272,0.033498405323002724,-0.07507455093508138,0.10647295625808409,0.7,1.0,10,10,0.3802035152636447,50.0,0.02781835567314489,0.02586835567314489,-0.06162842421705572,0.08554677989020061,0.6499999999999999,1.0,10,10
47,2019-01,46,0.06316405460995868,normal,0.3617,0.1536,0.989,-0.06777674992291088,66.66666666666666,0.04096322110030836,0.03886429233487163,0.08239711185471219,-0.04427478462277205,0.5555555555555556,0.989,9,9,-0.07628738822078322,77.77777777777779,0.06283573263084272,0.060166539571903446,0.08535787484109743,-0.0262303986459419,0.6666666666666666,0.989,9,9,-0.16139377119950662,55.55555555555556,0.03223356390354684,0.030395494700607824,0.08495432934024891,-0.055107837016898344,0.5,0.989,9,9,-0.0856614246068455,77.77777777777779,0.05526622988647885,0.05284513469106092,0.07020470996187544,-0.01840049012790057,0.6111111111111112,0.989,9,9
48,2019-02,46,0.0885019672340586,normal,0.1465,0.1068,1.0,-0.21073080481036077,80.0,0.06658016536882712,0.06463016536882712,0.11449659043259779,-0.051816425063770655,0.65,1.0,10,10,-0.12414431082331175,100.0,0.08279239543915716,0.08099239543915716,0.10227901610684412,-0.02308662066768695,0.6,1.0,10,10,-0.11958063521430773,100.0,0.0882959431179903,0.0861959431179903,0.10444991138717688,-0.02035396826918659,0.7,1.0,10,10,-0.16324390995991364,90.0,0.07925344762575334,0.07745344762575335,0.10185075319715013,-0.02619730557139678,0.6,1.0,10,10
49,2019-03,46,-0.00919286707045328,normal,0.2191,0.1177,1.0,0.18914585260561206,50.0,-1.2937960372289003e-05,-0.0021129379603722887,-0.004675357387828963,0.0004624194274566746,0.7,1.0,10,10,0.02966389145852606,40.0,-0.01266862677951477,-0.014768626779514769,-0.001760473690439121,-0.015108153089075647,0.7,1.0,10,10,0.14622263336416896,60.0,0.01200559723606944,0.01020559723606944,-0.02602478035681447,0.034430377592883914,0.6,1.0,10,10,0.15362318840579708,40.0,-0.01836208586959967,-0.020612085869599672,-0.020763896999501725,-0.002098188870097946,0.75,1.0,10,10
50,2019-04,46,0.017745677792411162,normal,0.1705,0.1015,1.0,0.016342892383595434,60.0,0.02351765950426311,0.02111765950426311,0.03585999253458111,-0.017142333030317997,0.8,1.0,10,10,0.06975023126734504,70.0,0.058328922127559815,0.05622892212755982,0.038017672512175894,0.016111249615383925,0.7,1.0,10,10,0.23576934936786928,80.0,0.06791650786548506,0.06596650786548507,0.01600334028941158,0.04801316757607349,0.6499999999999999,1.0,10,10,0.08553808202281836,80.0,0.07238277313342763,0.07043277313342763,0.02675596352311544,0.04172680961031219,0.6499999999999999,1.0,10,10
51,2019-05,46,-0.027603759912222477,normal,0.1418,0.1142,1.0,-0.21221091581868637,20.0,-0.053008107107944104,-0.0546581071079441,-0.012984299525591292,-0.04332380758235281,0.55,1.0,10,10,-0.07579401788467467,20.0,-0.040922586441368466,-0.04242258644136847,-0.024328044521932442,-0.019594541919436027,0.5,1.0,10,10,-0.0385445575084798,30.0,-0.03863806043324501,-0.04013806043324501,-0.021568215885464263,-0.02006984454778075,0.5,1.0,10,10,-0.10921985815602836,20.0,-0.039288199072672475,-0.040788199072672476,-0.0077407276158750595,-0.034547471456797416,0.5,1.0,10,10
52,2019-06,46,-0.06157960713687418,normal,0.298,0.1933,0.867,0.15399321615787853,25.0,-0.05117388292741468,-0.046481068998068524,-0.11391050620890408,0.050166027385051305,0.8125,0.867,8,8,0.030650632130743136,37.5,-0.0704414038166466,-0.0631860096090326,-0.07318205083824181,-0.0018504840322769514,0.8125,0.867,8,8,0.20826395312981807,50.0,-0.04089323495845744,-0.0377303097089826,-0.10654291424232976,0.0523665219391173,0.875,0.867,8,8,0.12254085723095899,37.5,-0.04184913797197973,-0.03839651512170642,-0.10620346873876388,0.05156857977480186,0.8125,0.867,8,8
53,2019-07,46,-0.011131901841812243,normal,0.2552,0.1188,1.0,0.2511871723712612,70.0,0.025322420842727872,0.02262242084272787,-0.022813601831174198,0.04273602267390207,0.9,1.0,10,10,0.30348442799876657,70.0,0.01919173932697759,0.01649173932697759,-0.03644751480519918,0.05023925413217677,0.9,1.0,10,10,0.22565525747764414,70.0,0.03284958159844584,0.030149581598445836,-0.012162905542774322,0.03961248714122016,0.9,1.0,10,10,0.2913968547641073,70.0,0.031027073262569434,0.028327073262569433,-0.00391922013717772,0.029546293399747153,0.9,1.0,10,10
54,2019-08,47,0.06469276928177602,normal,0.2567,0.1173,1.0,0.2708140610545791,70.0,0.07194080338140128,0.06954080338140128,0.035996690434704784,0.0311441129466965,0.8,1.0,10,10,0.39350138760407033,100.0,0.12697286165692456,0.12472286165692456,0.032272940826289946,0.0901999208306346,0.75,1.0,10,10,0.3882978723404255,100.0,0.11991333730093309,0.11766333730093309,0.02768739027225232,0.08772594702868078,0.75,1.0,10,10,0.3504856614246068,90.0,0.10924045766433446,0.10714045766433446,0.04131108247201522,0.06372937519231925,0.7,1.0,10,10
55,2019-09,48,0.03158661489390182,normal,0.2596,0.1692,0.941,0.09476769431176725,77.77777777777779,0.024734791345395586,0.021236605322683913,0.016818992701020528,0.003371099857690265,0.7222222222222222,0.941,9,9,0.13124185844550587,77.77777777777779,0.034855364564625804,0.030916898055312877,0.013346639054060798,0.016475710705441668,0.6666666666666667,0.941,9,9,0.08977420755536257,55.55555555555556,0.014701552193813642,0.011795327281045303,0.007897302295600817,0.002325132487551602,0.7222222222222222,0.941,9,9,0.11137646547980894,77.77777777777779,0.047568720707086745,0.04272333285203529,0.03192626428323685,0.01064188482817608,0.7222222222222222,0.941,9,9
56,2019-10,48,-0.003131533924763128,elevated,0.3119,0.2591,0.664,0.11647850629613546,83.33333333333334,0.011920530399776468,0.006255232185451575,-0.009342829984423514,0.01079887129510879,0.8333333333333333,0.664,6,6,0.11626139817629179,83.33333333333334,0.06876499476620342,0.04399995652475907,-0.013910021916479614,0.05157621107730154,0.8333333333333333,0.664,6,6,0.13178462874511507,100.0,0.04807878324183993,0.030264312072581713,0.010796824737869496,0.021435220446636368,0.8333333333333334,0.664,6,6,0.1739036039947894,100.0,0.08355607716538138,0.053821235237813236,-0.023498720725679625,0.06776438579966451,0.8333333333333333,0.664,6,6
57,2019-11,48,0.024467716648444094,normal,0.1981,0.1268,1.0,0.07175423360833695,80.0,0.03912054954509865,0.036570549545098655,0.024697404086128326,0.009323145458970328,0.8500000000000001,1.0,10,10,0.13080764220581848,90.0,0.04332451531781027,0.04062451531781027,0.01866381520581009,0.01926070011200018,0.9,1.0,10,10,0.05753365175857577,80.0,0.04016968920799522,0.03746968920799522,0.035662719621957426,-0.0008930304139622078,0.9,1.0,10,10,0.09107685627442465,80.0,0.0407892308070424,0.0380892308070424,0.0205836635972863,0.0148055672097561,0.9,1.0,10,10
58,2019-12,48,0.01365849363359084,normal,0.1425,0.0842,1.0,0.3335866261398176,70.0,0.0561208663566487,0.0544708663566487,-0.03320327456800466,0.08602414092465337,0.55,1.0,10,10,0.27865827181936603,30.0,-0.0014779993458665494,-0.0031279993458665496,-0.04003226634876369,0.03525426700289714,0.55,1.0,10,10,0.34020842379504995,60.0,0.020239449920098816,0.019039449920098817,-0.04742345587786067,0.06526290579795949,0.4,1.0,10,10,0.33619192357794186,50.0,0.027965737160417427,0.026465737160417425,-0.0492291761746659,0.07419491333508332,0.5,1.0,10,10
59,2020-01,48,-0.16252939863756308,normal,0.1735,0.0913,1.0,0.4375814155449414,0.0,-0.13955087427480145,-0.14195087427480146,-0.18455181378523372,0.04020093951043224,0.8,1.0,10,10,0.542336083369518,0.0,-0.13485944910777295,-0.13710944910777295,-0.1965167832991636,0.05715733419139066,0.75,1.0,10,10,0.4443117672600955,0.0,-0.1487279737608958,-0.1509779737608958,-0.1814432544406772,0.02821528067978138,0.75,1.0,10,10,0.5054277029960921,0.0,-0.1384124052650037,-0.14081240526500372,-0.19575391402791495,0.05254150876291122,0.8,1.0,10,10
60,2020-02,37,-0.08041078776362878,normal,0.2238,0.1249,1.0,-0.11925082977714554,20.0,-0.08101459936949743,-0.08326459936949743,-0.06200233109118049,-0.023512268278316942,0.75,1.0,10,10,-0.0825035561877667,30.0,-0.05673556738167777,-0.05883556738167777,-0.07232767832915657,0.011392110947478794,0.7,1.0,10,10,-0.08084400189663347,30.0,-0.05642798327026061,-0.058827983270260606,-0.08193818154349308,0.020710198273232477,0.8,1.0,10,10,-0.07871028923660502,30.0,-0.04955042890528712,-0.05180042890528712,-0.08670933299045305,0.03265890408516593,0.75,1.0,10,10
61,2020-03,46,0.07903240386576653,normal,0.2979,0.2052,0.83,0.01227258711069997,75.0,0.09948411545147774,0.08054869082472652,0.03407378693967389,0.050244322664797184,0.8125,0.83,8,8,-0.09972247918593895,37.5,-0.009643134216942063,-0.009871301400061913,0.031163357942569136,-0.037604388492394294,0.75,0.83,8,8,-0.07123034227567068,50.0,0.014702417870461375,0.010491131832482941,0.03550673054042215,-0.020691329516067444,0.6875,0.83,8,8,-0.05124884366327475,50.0,0.010442168906071674,0.006799500192039489,0.028347673125420574,-0.01859656850205959,0.75,0.83,8,8
62,2020-04,48,0.02624483667229857,crisis,0.6739,0.8078,0.183,-0.1191923577941815,0.0,-0.0001469285022059,-0.0005758879159036797,0.0525655922880787,-0.010744391304622083,1.0,0.183,1,1,-0.23382544507164568,0.0,-0.0001469285022059,-0.0005758879159036797,0.0525655922880787,-0.010744391304622083,1.0,0.183,1,1,-0.1508901432913591,0.0,-0.0001469285022059,-0.0005758879159036797,-0.0358289404325673,0.005431808183256136,1.0,0.183,1,1,-0.1849761181068172,0.0,-0.0001469285022059,-0.0005758879159036797,0.0525655922880787,-0.010744391304622083,1.0,0.183,1,1
63,2020-05,48,0.08868301809929331,elevated,0.4301,0.4976,0.6,0.40848892748588794,100.0,0.11412076117978441,0.06667245670787064,0.006233115221726833,0.06113258757483454,1.0,0.6,6,6,0.32794181502388187,100.0,0.128004418676022,0.0750026512056132,0.05521024168461903,0.04007650619484178,1.0,0.6,6,6,0.2851715154146765,100.0,0.12462297796546136,0.07297378677927682,0.032385765292592815,0.05174232760372113,1.0,0.6,6,6,0.35692574902301344,100.0,0.13296038828534953,0.07797623297120972,0.038166931746064774,0.05327607392357085,1.0,0.6,6,6
64,2020-06,48,0.11312846695387242,elevated,0.386,0.3424,0.6,-0.09151107251411203,83.33333333333334,0.07880329647488159,0.04578197788492895,0.14306468423878624,-0.041556832658342785,0.8333333333333334,0.6,6,6,-0.13949196699956576,83.33333333333334,0.07569980500943238,0.04376988300565943,0.113261205246026,-0.02583684014195617,0.9166666666666667,0.6,6,6,-0.06545809813287017,83.33333333333334,0.07498879143079554,0.04349327485847732,0.11135892620450571,-0.02482208086422611,0.8333333333333334,0.6,6,6,-0.11984368215371255,83.33333333333334,0.08550997977721529,0.04980598786632917,0.09295055442494482,-0.007464344788637722,0.8333333333333334,0.6,6,6
65,2020-07,47,0.04208917643195067,normal,0.2454,0.1844,0.894,0.09794172062904717,75.0,0.06794427861155923,0.05839543507873395,0.05798947257342858,0.0042060965980888,0.875,0.894,8,8,0.1948427382053654,87.5,0.08540516548341723,0.074173092942175,0.048400592693082584,0.028723838074559173,0.8125,0.894,8,8,0.0971322849213691,87.5,0.08540516548341723,0.07400546794217501,0.05489125214446816,0.02258593852502047,0.875,0.894,8,8,0.14003237742830713,87.5,0.08540516548341723,0.07400546794217501,0.04907642391897711,0.027784394958609474,0.875,0.894,8,8
66,2020-08,48,0.021036632980354977,normal,0.2132,0.1543,0.987,-0.037234042553191495,33.33333333333333,0.010753608748715213,0.007981811834981915,0.012209241894900946,-0.006700709915285319,0.8888888888888888,0.987,9,9,0.09042553191489362,44.44444444444444,0.03279538231320623,0.02940804234313455,-0.00029776230037027577,0.026740933733600012,1.0,0.987,9,9,-0.07935301780286583,55.55555555555556,0.017718163860280498,0.014691327730096852,0.01220924189490094,-0.00015569402017037715,0.9444444444444444,0.987,9,9,-0.003690838037342596,44.44444444444444,0.027505523781109657,0.02435145197195523,0.012209241894900948,0.009504430221687996,0.9444444444444444,0.987,9,9
67,2020-09,48,0.09982544977810738,normal,0.2122,0.139,1.0,0.06860616587060356,90.0,0.10669673218388018,0.10444673218388018,0.08864619852584724,0.013550533658032937,0.75,1.0,10,10,0.09259661311333044,90.0,0.09284743382629755,0.09059743382629755,0.08381834587445278,0.004529087951844771,0.75,1.0,10,10,0.11930091185410333,100.0,0.14413732112807842,0.1414373211280784,0.06452554919345968,0.07421177193461874,0.9,1.0,10,10,0.11799826313504125,90.0,0.09788652261203609,0.09548652261203609,0.0720762929949383,0.021010229617097795,0.8,1.0,10,10
68,2020-10,48,0.16130628800776356,normal,0.405,0.1955,0.86,-0.3296786799826314,100.0,0.11527245919312883,0.09671556490609079,0.1830754393366318,-0.06314806292341257,0.9375,0.86,8,8,-0.3068823273990447,100.0,0.1360046091849368,0.11454521389904564,0.2037672301872515,-0.06311335406199066,0.9375,0.86,8,8,-0.22318714719930524,100.0,0.17077904899235022,0.14461248213342118,0.23054366201187765,-0.055912567196793606,0.875,0.86,8,8,-0.3110073816760747,100.0,0.12014987260831955,0.10074889044315481,0.22143120045187037,-0.09226194194545369,1.0,0.86,8,8
69,2020-11,48,0.13635345320109798,normal,0.1284,0.1484,1.0,-0.2418584455058619,100.0,0.11710966970689411,0.11470966970689411,0.17274552659545905,-0.060435856888564954,0.8,1.0,10,10,-0.0737082066869301,100.0,0.12153856787880449,0.1188385678788045,0.1588630093873487,-0.04272444150854422,0.9,1.0,10,10,-0.17792010421189755,100.0,0.12025908309213913,0.11800908309213913,0.15881956535665626,-0.04306048226451713,0.75,1.0,10,10,-0.17010421189752498,100.0,0.11710966970689411,0.11485966970689411,0.16678043651999291,-0.054170766813098806,0.75,1.0,10,10
70,2020-12,48,0.08289934599043101,normal,0.2151,0.1394,1.0,0.0219279201042119,70.0,0.07528508000100233,0.07273508000100233,0.05195254228375947,0.018232537717242855,0.8500000000000001,1.0,10,10,-0.15295267042987407,80.0,0.07157770140601104,0.06902770140601104,0.11475214396950262,-0.048274442563491574,0.8500000000000001,1.0,10,10,0.14893617021276598,70.0,0.07527916535293609,0.0725791653529361,0.0684971767162594,0.0013819886366766981,0.9,1.0,10,10,-0.0024967433782023445,80.0,0.08879292992476066,0.08609292992476067,0.06592072715923555,0.01747220276552512,0.9,1.0,10,10
71,2021-01,48,0.10588456513481188,normal,0.3532,0.1454,1.0,-0.00803300043421624,90.0,0.1082201395244898,0.1059701395244898,0.11199442122235279,-0.008274281697862984,0.75,1.0,10,10,0.0407077724706904,90.0,0.12554964139166663,0.12359964139166664,0.12700385569768807,-0.00535421430602144,0.6499999999999999,1.0,10,10,-0.12733391228831958,80.0,0.07562545091260722,0.07367545091260723,0.14888055083761037,-0.07715509992500315,0.6499999999999999,1.0,10,10,-0.007273122014763352,90.0,0.11127684903654811,0.1091768490365481,0.1227486773626206,-0.0156718283260725,0.7,1.0,10,10
72,2021-02,48,0.026544684760654552,normal,0.3046,0.1626,0.961,-0.04472427268779853,88.88888888888889,0.05886075660375153,0.054483020429538544,0.03271697130196203,0.020959844341686365,0.7222222222222222,0.961,9,9,0.010529743812418585,77.77777777777779,0.05060389546232893,0.046388010205964766,0.0902092823238449,-0.0425454434405835,0.7777777777777778,0.961,9,9,-0.029852366478506292,66.66666666666666,0.021715973395308404,0.01878688376622471,0.05021378745618438,-0.03155073264583515,0.7222222222222222,0.961,9,9,-0.014654798089448546,77.77777777777779,0.05060389546232893,0.046388010205964766,0.06845717836729093,-0.02164167153833514,0.7777777777777778,0.961,9,9
73,2021-03,47,0.05389105644381507,elevated,0.3878,0.2708,0.628,0.3053885291396855,66.66666666666666,0.10463880579432557,0.06445717003883646,0.06550537399220652,0.022063795171730766,0.6666666666666666,0.628,6,6,0.3400786308973173,66.66666666666666,0.0514606202787792,0.030747269535073337,-0.0050824082946896165,0.03236902194413842,0.8333333333333333,0.628,6,6,0.13748843663274746,83.33333333333334,0.0647123693746313,0.039697367967268464,0.0615594359736645,9.604217580715807e-05,0.5,0.628,6,6,0.3097826086956522,66.66666666666666,0.038917681803154296,0.023184304172380897,0.021376846188951817,0.008503644765719156,0.6666666666666667,0.628,6,6
74,2021-04,48,0.09320224705704565,normal,0.3962,0.1961,0.858,-0.004776378636561007,100.0,0.07990336458206775,0.06598308681141413,0.09726715644048217,-0.02004613341451958,1.0,0.858,8,8,0.020516717325227963,100.0,0.081471897504523,0.06765063805888073,0.09571320069217568,-0.01672353813500599,0.875,0.858,8,8,-0.03603994789405124,100.0,0.07417766089271188,0.06107043304594679,0.09953885681963709,-0.026907906105301825,1.0,0.858,8,8,-0.019322622666087714,100.0,0.07330202519235736,0.060480012615042614,0.10067359277166797,-0.028311054983048506,0.9375,0.858,8,8
75,2021-05,48,0.02383085623065369,normal,0.3009,0.2072,0.824,0.21146330872774644,75.0,0.032252918113208365,0.02425890452528369,0.02071513467521195,0.004872133552909046,0.9375,0.824,8,8,0.21189752496743378,87.5,0.038299556196397425,0.02955033430583148,0.020986240980067135,0.010249171738256162,0.8125,0.824,8,8,0.26302648719062094,62.5,0.027662732509123673,0.020476591587517905,-0.0069799226204390885,0.023910547826759714,0.9375,0.824,8,8,0.24782891880156319,87.5,0.038299556196397425,0.02955033430583148,0.015773892027184162,0.01454414727543173,0.8125,0.824,8,8
76,2021-06,48,0.0448156786773491,normal,0.1741,0.1311,1.0,0.2206904038211029,90.0,0.05618833327095003,0.05363833327095004,0.019268694339339632,0.031819638931610404,0.8500000000000001,1.0,10,10,0.14752496743378202,80.0,0.04916427351406023,0.04691427351406023,0.03138673764430848,0.01327753586975175,0.75,1.0,10,10,0.2517368649587495,90.0,0.06648919336601603,0.06408919336601603,-0.00448414386008301,0.06617333722609904,0.8,1.0,10,10,0.2260095527572731,90.0,0.05618833327095003,0.053788333270950034,0.017590623058408465,0.03379771021254157,0.8,1.0,10,10
77,2021-07,48,0.09334485065522007,normal,0.1055,0.0728,1.0,-0.0022796352583586625,90.0,0.0884893984614881,0.0865393984614881,0.10419454407764868,-0.01960514561616057,0.6499999999999999,1.0,10,10,-0.022036474164133738,90.0,0.09086000487397974,0.08906000487397975,0.11301129485178729,-0.02575128997780754,0.6,1.0,10,10,-0.0026052974381241857,90.0,0.0918215409022739,0.08987154090227391,0.08745890385895459,0.0004626370433193222,0.6499999999999999,1.0,10,10,-0.011506730351715153,90.0,0.07948535004708497,0.07768535004708498,0.08066662004346142,-0.004781269996376444,0.6,1.0,10,10
78,2021-08,48,0.06379722329183862,normal,0.1196,0.0919,1.0,0.06567520625271385,80.0,0.05601618060404632,0.05391618060404632,0.06327718154756809,-0.011461000943521774,0.7,1.0,10,10,0.2372991749891446,90.0,0.13815187123816983,0.13560187123816983,0.04372506873086256,0.08932680250730728,0.8500000000000001,1.0,10,10,0.005210594876248371,50.0,0.017911080738773625,0.015811080738773624,0.06583001122764338,-0.052118930488869765,0.7,1.0,10,10,0.11474164133738603,70.0,0.06535144438631044,0.06310144438631043,0.05488299816705307,0.0059684462192573645,0.75,1.0,10,10
79,2021-09,48,0.018337915529188575,normal,0.1531,0.0923,1.0,0.3754884932696482,80.0,0.06469948560973625,0.06259948560973624,0.0005261876209165101,0.059973297988819736,0.7,1.0,10,10,0.24120712114633086,80.0,0.06339673098207695,0.061446730982076946,-0.0019139483856085077,0.061410679367685454,0.6499999999999999,1.0,10,10,0.3325010855405992,90.0,0.06721292459502413,0.06511292459502413,-0.00819134438355042,0.07120426897857456,0.7,1.0,10,10,0.31437255753365173,80.0,0.06469948560973623,0.06259948560973623,-0.0027287309547962798,0.06322821656453251,0.7,1.0,10,10
80,2021-10,48,-0.011144060013276514,normal,0.1515,0.0971,1.0,0.1593573599652627,60.0,0.01910744545697957,0.01685744545697957,-0.02867386385159506,0.04328130930857463,0.75,1.0,10,10,0.14394268345636127,50.0,0.0059267087826938986,0.003976708782693899,-0.05132357119358568,0.05335027997627958,0.6499999999999999,1.0,10,10,0.13384715588363005,60.0,0.012350454758338684,0.010250454758338684,-0.05201409959391098,0.06016455435224966,0.7,1.0,10,10,0.1416630481980026,50.0,0.011102700575721935,0.009002700575721936,-0.0564512897258028,0.06335399030152473,0.7,1.0,10,10
81,2021-11,48,0.06367079001939607,normal,0.2013,0.1307,1.0,0.07859313938341293,80.0,0.06709596637501931,0.06454596637501932,0.06506960326572504,-0.003073636890705722,0.8500000000000001,1.0,10,10,0.030829353017802867,80.0,0.059069266515777284,0.056669266515777285,0.05733159258260375,-0.003062326066826465,0.8,1.0,10,10,0.11778115501519756,80.0,0.05798091248175968,0.05573091248175968,0.05555331656784803,-0.0020724040860883516,0.75,1.0,10,10,0.10508033000434215,80.0,0.0669596176213418,0.0645596176213418,0.06589263339704401,-0.003733015775702217,0.8,1.0,10,10
82,2021-12,48,-0.020239106431845025,normal,0.3059,0.161,0.966,0.3151324359531046,33.33333333333333,-0.0018633101839438254,-0.004214957637689734,-0.08003143924163549,0.07068041266973013,0.8333333333333333,0.966,9,9,0.21157186278766824,44.44444444444444,0.010159559901080932,0.0077211348644441805,-0.06876802186312601,0.07205804398422391,0.7222222222222222,0.966,9,9,0.3024316109422492,33.33333333333333,-0.0008921313123946307,-0.003115798847773213,-0.08827915606932774,0.07990786591519737,0.7777777777777778,0.966,9,9,0.2914676508901433,33.33333333333333,0.00039101084237225557,-0.0018762835262684007,-0.07395384723036261,0.06730913289826188,0.7777777777777777,0.966,9,9
83,2022-01,48,-0.026983717453787876,normal,0.4651,0.1662,0.95,0.25890143291359097,66.66666666666666,0.004320271433645788,0.0015709245286301657,-0.045630392730057756,0.042386464288851705,0.8888888888888888,0.95,9,9,0.18703864524533215,66.66666666666666,0.0132683123846149,0.010229896765384154,-0.028931088595039962,0.035339430930672114,0.8333333333333333,0.95,9,9,0.4622231871471993,88.88888888888889,0.05116486087130449,0.045914951161072595,-0.06648063557019006,0.10637988828608647,0.9444444444444444,0.95,9,9,0.29580981328701694,77.77777777777779,0.026152588413470085,0.022469958992796583,-0.048881067228867724,0.06653197286022092,0.8333333333333333,0.95,9,9
84,2022-02,48,0.05288138205352481,normal,0.3255,0.1686,0.943,0.18345636126791143,77.77777777777779,0.06345841952946712,0.05732662294962083,0.020868265559558823,0.03513318186029019,0.8888888888888888,0.943,9,9,0.15479808944854537,88.88888888888889,0.07277696164064154,0.06642834149379163,0.041102251651540675,0.025468584853055448,0.7777777777777778,0.943,9,9,0.30405992184107683,100.0,0.11301835591196815,0.1045331429583193,0.016135476732373623,0.08727422173302431,0.7222222222222222,0.943,9,9,0.21330872774641768,77.77777777777779,0.07073062293224863,0.06449864409177712,0.01133780415389331,0.051606761441322396,0.7777777777777778,0.943,9,9
85,2022-03,48,-0.04512082195828996,crisis,0.6042,0.2827,0.35,-0.006296135475466783,33.33333333333333,-0.061076255273472435,-0.02225168934571535,-0.05278280577249389,-0.0046527073253424915,0.8333333333333333,0.35,3,3,-0.050694745983499774,33.33333333333333,-0.05015415484541733,-0.018428954195896068,-0.09742601682620683,0.014795151693276318,0.8333333333333333,0.35,3,3,-0.041467650890143294,0.0,-0.14339800925350352,-0.05106430323872623,-0.09742601682620683,-0.017840197349553846,0.8333333333333333,0.35,3,3,-0.010095527572731218,33.33333333333333,-0.06567147710592557,-0.023860016987073948,-0.09742601682620683,0.009364088902098437,0.8333333333333333,0.35,3,3
