month,regime,position_scale,avg_corr,nifty_vol,n_long,n_short,long_portfolio,short_portfolio,long_return_gross,long_return_net,ls_spread_net,turnover,nifty_return
2016-11,normal,1.0,0.2845,0.1324,10,10,"BAJAJFINSV.NS, HINDALCO.NS, TATASTEEL.NS, APOLLOHOSP.NS, BAJFINANCE.NS, ADANIPORTS.NS, BRITANNIA.NS, AXISBANK.NS, KOTAKBANK.NS, SBIN.NS","ULTRACEMCO.NS, GRASIM.NS, ICICIBANK.NS, HCLTECH.NS, TCS.NS, POWERGRID.NS, EICHERMOT.NS, TATACONSUM.NS, TECHM.NS, NTPC.NS",0.0030953659882121203,0.00039536598821212016,-0.006638814236559151,0.9,0.011307394585830128
2016-12,normal,0.88,0.3211,0.1891,8,8,"HINDALCO.NS, TATASTEEL.NS, UPL.NS, BAJAJFINSV.NS, TITAN.NS, DIVISLAB.NS, BAJFINANCE.NS, JSWSTEEL.NS","COALINDIA.NS, TCS.NS, TECHM.NS, HCLTECH.NS, NESTLEIND.NS, ULTRACEMCO.NS, AXISBANK.NS, ITC.NS",0.17746988534103186,0.15452349910010804,0.09578222454618114,0.625,0.09639725514595693
2017-01,normal,1.0,0.3607,0.1274,10,10,"UPL.NS, HINDALCO.NS, BAJAJFINSV.NS, DIVISLAB.NS, BAJFINANCE.NS, GRASIM.NS, JSWSTEEL.NS, TATASTEEL.NS, BPCL.NS, SHREECEM.NS","INFY.NS, WIPRO.NS, KOTAKBANK.NS, BAJAJ-AUTO.NS, AXISBANK.NS, HCLTECH.NS, DRREDDY.NS, RELIANCE.NS, ITC.NS, NTPC.NS",0.074794960380304,0.072394960380304,0.005022334546180521,0.8,0.07058185897362441
2017-02,normal,1.0,0.1854,0.0996,10,10,"HINDALCO.NS, DIVISLAB.NS, BPCL.NS, TATASTEEL.NS, JSWSTEEL.NS, BAJAJ-AUTO.NS, SHREECEM.NS, LT.NS, MARUTI.NS, UPL.NS","TATACONSUM.NS, INDUSINDBK.NS, AXISBANK.NS, WIPRO.NS, COALINDIA.NS, KOTAKBANK.NS, SBIN.NS, CIPLA.NS, ITC.NS, HCLTECH.NS",0.025445466950458472,0.023195466950458474,-0.014866845254088955,0.75,0.026559231565686233
2017-03,normal,1.0,0.1528,0.0919,10,10,"HINDALCO.NS, BAJAJFINSV.NS, JSWSTEEL.NS, BAJFINANCE.NS, GRASIM.NS, ULTRACEMCO.NS, BAJAJ-AUTO.NS, HEROMOTOCO.NS, TATASTEEL.NS, MARUTI.NS","DRREDDY.NS, WIPRO.NS, ONGC.NS, COALINDIA.NS, TCS.NS, DIVISLAB.NS, APOLLOHOSP.NS, CIPLA.NS, TECHM.NS, HCLTECH.NS",0.09769400062211339,0.09529400062211339,0.09930715834512786,0.8,0.04991115938728706
2017-04,normal,1.0,0.1979,0.0924,10,10,"HINDALCO.NS, BAJFINANCE.NS, JSWSTEEL.NS, TITAN.NS, BAJAJFINSV.NS, HEROMOTOCO.NS, BPCL.NS, UPL.NS, ICICIBANK.NS, SBIN.NS","HDFCBANK.NS, SHREECEM.NS, ULTRACEMCO.NS, BHARTIARTL.NS, NESTLEIND.NS, HCLTECH.NS, TCS.NS, BRITANNIA.NS, CIPLA.NS, COALINDIA.NS",0.03753011324594133,0.03588011324594133,0.023865894565839187,0.55,0.026908187392228798
2017-05,normal,1.0,0.109,0.0788,10,10,"JSWSTEEL.NS, HINDALCO.NS, BAJFINANCE.NS, ULTRACEMCO.NS, TATASTEEL.NS, BAJAJFINSV.NS, BPCL.NS, SHREECEM.NS, ADANIPORTS.NS, TECHM.NS","TCS.NS, ASIANPAINT.NS, ONGC.NS, INFY.NS, ITC.NS, HCLTECH.NS, COALINDIA.NS, BHARTIARTL.NS, CIPLA.NS, HINDUNILVR.NS",0.04981828393681567,0.04756828393681567,0.030778525628183437,0.75,0.043131907757117775
2017-06,normal,1.0,0.1619,0.0966,10,10,"BPCL.NS, BAJAJFINSV.NS, HINDALCO.NS, JSWSTEEL.NS, TECHM.NS, BAJFINANCE.NS, SUNPHARMA.NS, TITAN.NS, TATASTEEL.NS, ADANIPORTS.NS","INFY.NS, SBIN.NS, COALINDIA.NS, ULTRACEMCO.NS, DRREDDY.NS, HCLTECH.NS, TCS.NS, HINDUNILVR.NS, BRITANNIA.NS, BHARTIARTL.NS",0.1065619863793698,0.1046119863793698,0.08249768895938908,0.6499999999999999,0.04319178266430648
2017-07,normal,1.0,0.0942,0.0563,10,10,"HINDALCO.NS, BAJFINANCE.NS, BAJAJFINSV.NS, ULTRACEMCO.NS, MARUTI.NS, JSWSTEEL.NS, TITAN.NS, GRASIM.NS, HEROMOTOCO.NS, TATACONSUM.NS","CIPLA.NS, ONGC.NS, TCS.NS, BRITANNIA.NS, AXISBANK.NS, INFY.NS, BHARTIARTL.NS, APOLLOHOSP.NS, HCLTECH.NS, HINDUNILVR.NS",0.13017101652827534,0.12852101652827533,0.15168369255453196,0.55,0.03760352896014248
2017-08,normal,1.0,0.0982,0.0759,10,10,"BAJFINANCE.NS, JSWSTEEL.NS, MARUTI.NS, BAJAJFINSV.NS, BPCL.NS, INDUSINDBK.NS, NTPC.NS, TITAN.NS, M&M.NS, HINDALCO.NS","BHARTIARTL.NS, ICICIBANK.NS, ONGC.NS, CIPLA.NS, APOLLOHOSP.NS, AXISBANK.NS, TECHM.NS, ITC.NS, NESTLEIND.NS, HCLTECH.NS",0.026390116128428683,0.023990116128428683,-0.0038251573017961116,0.8,0.03890919417358605
2017-09,normal,1.0,0.2298,0.1167,10,10,"JSWSTEEL.NS, HINDALCO.NS, BAJFINANCE.NS, TITAN.NS, TATASTEEL.NS, BPCL.NS, BAJAJFINSV.NS, INDUSINDBK.NS, HEROMOTOCO.NS, RELIANCE.NS","BRITANNIA.NS, SBIN.NS, NESTLEIND.NS, CIPLA.NS, BHARTIARTL.NS, M&M.NS, ICICIBANK.NS, BAJAJ-AUTO.NS, HCLTECH.NS, TECHM.NS",0.04936952559931836,0.048169525599318364,-0.06829159900156113,0.4,0.06272486628166032
2017-10,normal,1.0,0.2358,0.1006,10,10,"BAJFINANCE.NS, HINDALCO.NS, JSWSTEEL.NS, TITAN.NS, HINDUNILVR.NS, TATASTEEL.NS, SBIN.NS, TATACONSUM.NS, ULTRACEMCO.NS, NESTLEIND.NS","ONGC.NS, INFY.NS, COALINDIA.NS, BRITANNIA.NS, CIPLA.NS, POWERGRID.NS, ITC.NS, WIPRO.NS, HCLTECH.NS, TECHM.NS",0.051411403389919896,0.0493114033899199,0.05057416479384634,0.7,0.004518534577474025
2017-11,normal,1.0,0.0833,0.0769,10,10,"BAJFINANCE.NS, DIVISLAB.NS, TITAN.NS, TATACONSUM.NS, BPCL.NS, JSWSTEEL.NS, DRREDDY.NS, SBIN.NS, INDUSINDBK.NS, UPL.NS","INFY.NS, TCS.NS, BRITANNIA.NS, TECHM.NS, NTPC.NS, BAJAJ-AUTO.NS, COALINDIA.NS, HCLTECH.NS, NESTLEIND.NS, CIPLA.NS",0.0512969339420359,0.0496469339420359,0.005077336971251532,0.55,0.049190279067096464
2017-12,normal,1.0,0.1052,0.0821,10,10,"ULTRACEMCO.NS, BRITANNIA.NS, INDUSINDBK.NS, BPCL.NS, DIVISLAB.NS, BAJFINANCE.NS, TATACONSUM.NS, HINDALCO.NS, TITAN.NS, NESTLEIND.NS","HINDUNILVR.NS, EICHERMOT.NS, TECHM.NS, CIPLA.NS, COALINDIA.NS, HDFCBANK.NS, TCS.NS, BAJAJ-AUTO.NS, DRREDDY.NS, WIPRO.NS",-0.05677993483406842,-0.05842993483406842,-0.07245572463967265,0.55,-0.013171674882177133
2018-01,normal,1.0,0.2298,0.0987,10,10,"TATASTEEL.NS, TATACONSUM.NS, TITAN.NS, JSWSTEEL.NS, GRASIM.NS, UPL.NS, ONGC.NS, DIVISLAB.NS, DRREDDY.NS, INDUSINDBK.NS","BAJAJ-AUTO.NS, BHARTIARTL.NS, TECHM.NS, LT.NS, POWERGRID.NS, HCLTECH.NS, TCS.NS, RELIANCE.NS, INFY.NS, CIPLA.NS",-0.04257828711520363,-0.044378287115203634,-0.0006556037194897085,0.6,-0.049574301770367785
2018-02,normal,1.0,0.1065,0.0711,10,10,"TITAN.NS, TATACONSUM.NS, UPL.NS, GRASIM.NS, TATASTEEL.NS, M&M.NS, BPCL.NS, MARUTI.NS, HINDALCO.NS, SUNPHARMA.NS","HDFCBANK.NS, KOTAKBANK.NS, COALINDIA.NS, CIPLA.NS, TECHM.NS, RELIANCE.NS, NESTLEIND.NS, TCS.NS, BRITANNIA.NS, INFY.NS",0.013249973875256,0.011749973875256,-0.025599434860089598,0.5,0.01970048087999154
2018-03,normal,1.0,0.276,0.1382,10,10,"TATACONSUM.NS, BAJAJFINSV.NS, HEROMOTOCO.NS, TITAN.NS, TATASTEEL.NS, GRASIM.NS, UPL.NS, BAJFINANCE.NS, ASIANPAINT.NS, INDUSINDBK.NS","SUNPHARMA.NS, AXISBANK.NS, INFY.NS, ICICIBANK.NS, LT.NS, BHARTIARTL.NS, HCLTECH.NS, M&M.NS, CIPLA.NS, COALINDIA.NS",0.043075334559946984,0.04097533455994699,0.004561955580899266,0.7,0.05595792635071558
2018-04,normal,1.0,0.2867,0.1402,10,10,"BAJFINANCE.NS, TATACONSUM.NS, TECHM.NS, BPCL.NS, HINDALCO.NS, BAJAJFINSV.NS, TITAN.NS, HEROMOTOCO.NS, LT.NS, UPL.NS","KOTAKBANK.NS, COALINDIA.NS, DIVISLAB.NS, CIPLA.NS, DRREDDY.NS, SHREECEM.NS, BAJAJ-AUTO.NS, APOLLOHOSP.NS, INFY.NS, ONGC.NS",0.01722069632006904,0.014970696320069041,0.03379244203082281,0.75,0.001660216552271592
2018-05,normal,1.0,0.1602,0.089,10,10,"JSWSTEEL.NS, BAJAJFINSV.NS, TITAN.NS, TATASTEEL.NS, RELIANCE.NS, BAJFINANCE.NS, BRITANNIA.NS, HINDALCO.NS, TATACONSUM.NS, ADANIPORTS.NS","BAJAJ-AUTO.NS, DIVISLAB.NS, APOLLOHOSP.NS, ASIANPAINT.NS, WIPRO.NS, INFY.NS, SHREECEM.NS, BHARTIARTL.NS, HCLTECH.NS, CIPLA.NS",0.016907955428326838,0.014807955428326839,-0.06161009226649591,0.7,0.015806357251170338
2018-06,normal,1.0,0.1564,0.1061,10,10,"BAJAJFINSV.NS, BRITANNIA.NS, MARUTI.NS, JSWSTEEL.NS, HINDALCO.NS, TECHM.NS, HINDUNILVR.NS, UPL.NS, KOTAKBANK.NS, HDFCBANK.NS","ITC.NS, SBIN.NS, POWERGRID.NS, WIPRO.NS, COALINDIA.NS, ONGC.NS, ULTRACEMCO.NS, BHARTIARTL.NS, APOLLOHOSP.NS, NTPC.NS",0.0373289087965874,0.0350789087965874,-0.0178593269344268,0.75,0.05144235066671429
2018-07,normal,1.0,0.2132,0.0978,10,10,"BAJFINANCE.NS, TCS.NS, BAJAJFINSV.NS, ICICIBANK.NS, KOTAKBANK.NS, HINDALCO.NS, ITC.NS, JSWSTEEL.NS, AXISBANK.NS, SBIN.NS","EICHERMOT.NS, WIPRO.NS, ADANIPORTS.NS, CIPLA.NS, NTPC.NS, BHARTIARTL.NS, SHREECEM.NS, ONGC.NS, COALINDIA.NS, GRASIM.NS",0.06188090427847046,0.060230904278470464,0.0014255138247450602,0.55,0.045823698344993016
2018-08,normal,1.0,0.0943,0.0711,10,10,"JSWSTEEL.NS, TECHM.NS, BAJFINANCE.NS, DIVISLAB.NS, BAJAJFINSV.NS, EICHERMOT.NS, MARUTI.NS, TATACONSUM.NS, BPCL.NS, HINDUNILVR.NS","ULTRACEMCO.NS, SHREECEM.NS, AXISBANK.NS, CIPLA.NS, NTPC.NS, POWERGRID.NS, ONGC.NS, DRREDDY.NS, LT.NS, COALINDIA.NS",-0.12928640075092473,-0.13108640075092473,-0.05304600062079609,0.6,-0.10197246995370846
2018-09,normal,1.0,0.0724,0.0883,10,10,"NESTLEIND.NS, ADANIPORTS.NS, JSWSTEEL.NS, BAJFINANCE.NS, SBIN.NS, BAJAJFINSV.NS, ICICIBANK.NS, EICHERMOT.NS, POWERGRID.NS, LT.NS","INDUSINDBK.NS, NTPC.NS, SUNPHARMA.NS, ULTRACEMCO.NS, RELIANCE.NS, GRASIM.NS, HCLTECH.NS, CIPLA.NS, DRREDDY.NS, BPCL.NS",0.02620127191597415,0.02425127191597415,0.13292465089469768,0.6499999999999999,-0.02434058374820182
2018-10,normal,1.0,0.2422,0.1261,10,10,"TITAN.NS, BAJFINANCE.NS, RELIANCE.NS, BAJAJFINSV.NS, JSWSTEEL.NS, DIVISLAB.NS, TATACONSUM.NS, NESTLEIND.NS, AXISBANK.NS, EICHERMOT.NS","CIPLA.NS, LT.NS, INFY.NS, ICICIBANK.NS, DRREDDY.NS, ONGC.NS, COALINDIA.NS, BAJAJ-AUTO.NS, SBIN.NS, UPL.NS",0.04178446198378312,0.03923446198378312,0.027354464282499713,0.8500000000000001,0.04470207677727112
2018-11,elevated,0.733,0.3138,0.2367,7,7,"BAJFINANCE.NS, BAJAJFINSV.NS, TITAN.NS, KOTAKBANK.NS, TATACONSUM.NS, HINDALCO.NS, TECHM.NS","DRREDDY.NS, SBIN.NS, ULTRACEMCO.NS, UPL.NS, ONGC.NS, HEROMOTOCO.NS, SHREECEM.NS",-0.0098712677709732,-0.008335139276123355,0.004778188919916026,0.5,-0.01676187361277861
2018-12,normal,1.0,0.1659,0.114,10,10,"NESTLEIND.NS, BAJAJFINSV.NS, TITAN.NS, HINDUNILVR.NS, RELIANCE.NS, ASIANPAINT.NS, MARUTI.NS, DIVISLAB.NS, BHARTIARTL.NS, BAJFINANCE.NS","ULTRACEMCO.NS, JSWSTEEL.NS, NTPC.NS, BAJAJ-AUTO.NS, BPCL.NS, COALINDIA.NS, TCS.NS, ONGC.NS, SBIN.NS, SHREECEM.NS",0.02781835567314489,0.02586835567314489,0.08554677989020061,0.6499999999999999,-0.020511882559838365
2019-01,normal,0.989,0.3617,0.1536,9,9,"BAJAJFINSV.NS, TITAN.NS, BAJFINANCE.NS, ADANIPORTS.NS, HINDUNILVR.NS, BRITANNIA.NS, M&M.NS, ASIANPAINT.NS, ITC.NS","ICICIBANK.NS, ONGC.NS, UPL.NS, DRREDDY.NS, SHREECEM.NS, CIPLA.NS, HINDALCO.NS, AXISBANK.NS, TATASTEEL.NS",0.05526622988647885,0.05284513469106092,-0.01840049012790057,0.6111111111111112,0.06316405460995868
2019-02,normal,1.0,0.1465,0.1068,10,10,"TITAN.NS, TCS.NS, RELIANCE.NS, BAJFINANCE.NS, HINDUNILVR.NS, ASIANPAINT.NS, BAJAJFINSV.NS, ITC.NS, DRREDDY.NS, BRITANNIA.NS","COALINDIA.NS, BPCL.NS, HINDALCO.NS, ONGC.NS, TATASTEEL.NS, SUNPHARMA.NS, ULTRACEMCO.NS, EICHERMOT.NS, SHREECEM.NS, GRASIM.NS",0.07925344762575334,0.07745344762575335,-0.02619730557139678,0.6,0.0885019672340586
2019-03,normal,1.0,0.2191,0.1177,10,10,"DIVISLAB.NS, TITAN.NS, RELIANCE.NS, BAJAJFINSV.NS, CIPLA.NS, HINDUNILVR.NS, NESTLEIND.NS, BPCL.NS, NTPC.NS, ASIANPAINT.NS","ADANIPORTS.NS, ICICIBANK.NS, LT.NS, JSWSTEEL.NS, INDUSINDBK.NS, GRASIM.NS, HINDALCO.NS, ONGC.NS, ULTRACEMCO.NS, AXISBANK.NS",-0.01836208586959967,-0.020612085869599672,-0.002098188870097946,0.75,-0.00919286707045328
