fold,test_month,n_stocks,nifty_return,LightGBM_rank_ic,LightGBM_hit_rate,LightGBM_top10_return,LightGBM_bot10_return,LightGBM_ls_spread,LightGBM_n_stocks,XGBoost_rank_ic,XGBoost_hit_rate,XGBoost_top10_return,XGBoost_bot10_return,XGBoost_ls_spread,XGBoost_n_stocks,RandomForest_rank_ic,RandomForest_hit_rate,RandomForest_top10_return,RandomForest_bot10_return,RandomForest_ls_spread,RandomForest_n_stocks,Ensemble_rank_ic,Ensemble_hit_rate,Ensemble_top10_return,Ensemble_bot10_return,Ensemble_ls_spread,Ensemble_n_stocks
61,2021-03,47,0.05389105644381507,0.3654024051803886,0.9,0.10119722711556993,0.02712701222568518,0.07407021488988474,47,0.2732423681776133,0.8,0.07430559072633569,0.04417167019130604,0.030133920535029654,47,0.20316836262719704,0.9,0.07779216945101015,0.04049196928673458,0.03730020016427557,47,0.35800185013876046,0.9,0.10119722711556993,0.02488234039865015,0.07631488671691977,47
62,2021-04,48,0.09320224705704565,-0.149587494572297,1.0,0.07783262659674903,0.126472843666757,-0.048640217070007985,48,-0.0991098567086409,1.0,0.07940478431101959,0.09283382772408018,-0.013429043413060587,48,-0.12776812852800695,1.0,0.09181175460411149,0.09349111948628343,-0.0016793648821719354,48,-0.11561007381676074,1.0,0.07478768710076095,0.11044488692695072,-0.03565719982618977,48
63,2021-05,48,0.02383085623065369,0.24576639166304817,0.9,0.05704954905388894,0.011305572896959729,0.04574397615692921,48,0.2783326096396005,0.7,0.048152052886355344,-0.0078208503549972,0.055972903241352547,48,0.2573816760746852,0.7,0.04221976669071617,-0.00199755644377799,0.04421732313449416,48,0.2858228397742075,0.7,0.0453044808577959,-0.002604901225625091,0.047909382083420986,48
64,2021-06,48,0.0448156786773491,0.07327399044724273,0.6,0.0281965794904561,0.01787570627452559,0.010320873215930507,48,0.1768345636126791,0.6,0.04718953637660608,0.01111767720281245,0.03607185917379363,48,0.23349978289188014,0.9,0.07128052989459646,0.016983442851124145,0.05429708704347232,48,0.1392748588797221,0.6,0.035076895172081214,0.002613151447721311,0.0324637437243599,48
65,2021-07,48,0.09334485065522007,0.15686061658706035,1.0,0.10451721712008281,0.06375428679853096,0.04076293032155186,48,0.22372991749891447,1.0,0.13115184639605565,0.0796471349612378,0.05150471143481784,48,0.02507598784194529,1.0,0.11530858902683341,0.0974235440553287,0.017885044971504713,48,0.21428571428571427,1.0,0.12244347374496282,0.0638360027886356,0.05860747095632722,48
66,2021-08,48,0.06379722329183862,0.08098132870169343,0.9,0.11303957253539373,0.029363384194021236,0.0836761883413725,48,0.06534954407294832,0.7,0.07719000472121434,0.06594356219305568,0.011246442528158665,48,0.25694745983499784,0.8,0.06208430307484687,0.039950819085359725,0.022133483989487147,48,0.11246200607902736,0.8,0.0814233501677881,0.05353192926046296,0.027891420907325132,48
67,2021-09,48,0.018337915529188575,0.1070343030829353,0.6,0.022524142146938972,-0.0044606445736910085,0.02698478672062998,48,0.17162396873643074,0.7,0.04022919310712929,0.0026893495641991186,0.03753984354293017,48,0.24685193226226662,0.7,0.03548903750662138,0.0031131699623823924,0.03237586754423898,48,0.1525184541901867,0.6,0.022524142146938965,0.0012656117218993624,0.021258530425039602,48
68,2021-10,48,-0.011144060013276514,-0.10779418150238818,0.4,1.2460700135899506e-06,0.002807936015829549,-0.002806689945815959,48,-0.0457012592270951,0.4,-0.01031259688076518,-0.01224863782488445,0.0019360409441192706,48,-0.00803300043421624,0.6,0.015918913840804707,-0.0005585079108797304,0.016477421751684436,48,-0.05492835432045158,0.4,-0.0013885274173599694,0.0009893951508454385,-0.002377922568205408,48
69,2021-11,48,0.06367079001939607,0.10605731654363873,0.9,0.06830233251650882,0.036817359540385376,0.03148497297612344,48,0.0882544507164568,0.9,0.055506884934436174,0.03575104998182192,0.01975583495261425,48,0.14871906209292227,0.9,0.054464624275043935,0.015193642942941333,0.039270981332102606,48,0.13178462874511507,0.9,0.07607923514385599,0.026255025591065816,0.049824209552790176,48
70,2021-12,48,-0.020239106431845025,0.1609856708640903,0.4,-0.015984573556713472,-0.041817528187007756,0.025832954630294284,48,0.24913156752062524,0.2,-0.03050948790389015,-0.07927211721764311,0.04876262931375297,48,0.3493269648284846,0.3,-0.01641044582550649,-0.09841521639054415,0.08200477056503766,48,0.27073382544507163,0.4,-0.01639774994562032,-0.07927211721764311,0.0628743672720228,48
71,2022-01,48,-0.026983717453787876,0.011398176291793311,0.3,-0.026801380243261654,-0.04747035530010625,0.020668975056844598,48,0.03484585323491098,0.6,0.0072412716031902535,-0.04710524409301954,0.054346515696209796,48,0.3089448545375597,0.6,0.014807469553961972,-0.06635153644584417,0.08115900599980615,48,0.08836300477637862,0.4,-0.004302252867524801,-0.05352607238536646,0.04922381951784166,48
72,2022-02,48,0.05288138205352481,-0.11246200607902736,0.7,0.025563887637644417,0.02329220458394376,0.0022716830537006585,48,-0.10399478940512374,0.8,0.04317781537904177,0.03865671837243884,0.004521097006602928,48,-0.10974815458098132,0.7,0.0281083376984684,0.05827418933517079,-0.030165851636702393,48,-0.09759009986973512,0.7,0.02479251714830811,0.03029003175736299,-0.005497514609054881,48
73,2022-03,48,-0.04512082195828996,-0.025510204081632654,0.4,-0.04145879673499438,-0.027278780227945266,-0.014180016507049111,48,-0.1733608336951802,0.1,-0.09718451029469141,-0.03856168102272285,-0.05862282927196856,48,-0.24044724272687798,0.2,-0.07970961897788034,-0.018378896769179566,-0.061330722208700776,48,-0.11311333043855841,0.3,-0.05788026550832508,-0.034930627483911916,-0.02294963802441316,48
74,2022-04,48,-0.08197144077324757,0.1088797221016066,0.2,-0.10281454558388906,-0.11520267776259621,0.012388132178707156,48,-0.14448545375597047,0.2,-0.09450707537429942,-0.05498657813184765,-0.03952049724245177,48,-0.24077290490664352,0.1,-0.10977344088167265,-0.07357412421877854,-0.03619931666289411,48,-0.06013894919669995,0.2,-0.10299687176772472,-0.05487716792853322,-0.0481197038391915,48
75,2022-05,48,-0.0302223699998822,-0.35660008684324795,0.2,-0.07012439031869659,0.012365257983887807,-0.0824896483025844,48,-0.30297438124185844,0.2,-0.06316369273655628,-0.0038370698353323907,-0.05932662290122389,48,-0.451476335214937,0.2,-0.05573811754148165,0.03126118959862843,-0.08699930714011009,48,-0.4015414676508902,0.2,-0.06319244794235618,0.00912080001618421,-0.07231324795854038,48
76,2022-06,48,0.13481982518962354,0.2517368649587495,1.0,0.16784697333537613,0.14291675132957662,0.0249302220057995,48,0.30492835432045157,1.0,0.18145335856425185,0.09904464024227005,0.0824087183219818,48,0.27105948762483717,1.0,0.19340856128693798,0.10265292222522446,0.09075563906171352,48,0.2865827181936604,1.0,0.18738950551322633,0.11056684535377195,0.07682266015945438,48
77,2022-07,48,0.0617408165014652,-0.12961354754667823,0.7,0.03352870006433059,0.051881468254561615,-0.018352768190231024,48,-0.11061658706035606,0.8,0.03943069512268359,0.09000399836405967,-0.050573303241376086,48,-0.044398610508032996,0.6,0.022433409506679047,0.031656788186319784,-0.009223378679640737,48,-0.0922709509335649,0.7,0.027054267062618497,0.05894855890332984,-0.03189429184071134,48
78,2022-08,48,-0.03316475999166083,-0.017694311767260096,0.2,-0.03147182813880565,-0.02552603222463733,-0.005945795914168318,48,0.01953973078593139,0.2,-0.033814424525070955,-0.03670601399623457,0.002891589471163615,48,-0.013243595310464611,0.1,-0.04141201972424771,-0.04056984230993099,-0.0008421774143167193,48,-0.01128962223187147,0.1,-0.03648347963618802,-0.029116125624963473,-0.007367354011224545,48
79,2022-09,48,0.05519316447253527,-0.04646113764654798,0.9,0.04922492732701335,0.06470832659877887,-0.015483399271765522,48,0.047003907946157185,0.8,0.03055702655021545,0.04280924811075714,-0.01225222156054169,48,0.012917933130699088,0.9,0.041365162261046765,0.060869129396348656,-0.019503967135301892,48,-0.0039079461571862786,0.8,0.03644807825650459,0.05665128369608311,-0.02020320543957852,48
80,2022-10,48,0.02595451794312825,0.06404689535388623,0.7,0.04439751368109229,0.03754625892115655,0.00685125475993574,48,0.051780286582718195,0.7,0.03974992646647494,0.031422276764302384,0.008327649702172556,48,0.10052105948762484,0.6,0.03207611535957198,0.023313933294130534,0.008762182065441444,48,0.06350412505427702,0.6,0.031688046683324075,0.021634281713402002,0.010053764969922073,48
81,2022-11,48,-0.03605982917296386,-0.06252713851498046,0.2,-0.03996401232663231,-0.03444432461535132,-0.005519687711280995,48,-0.13037342596613113,0.2,-0.0339238675176254,-0.025508997089544024,-0.008414870428081374,48,-0.010095527572731218,0.4,-0.018952791012997787,-0.03164810400023385,0.012695312987236064,48,-0.1017151541467651,0.2,-0.01909285402861644,-0.02977379628777574,0.0106809422591593,48
82,2022-12,48,-0.01642910403922165,-0.2777898393399913,0.3,-0.052878673166384636,0.0023109242095845813,-0.05518959737596922,48,-0.3038428137212332,0.2,-0.05427211850869289,0.00289014506839439,-0.05716226357708728,48,-0.11723838471558837,0.2,-0.060087474697198516,-0.028038625367046273,-0.03204884933015224,48,-0.27268779852366476,0.2,-0.06221227704023145,0.00711441770730103,-0.06932669474753249,48
83,2023-01,48,-0.033516695224209365,0.2310030395136778,0.3,-0.015564205266618572,-0.043359074973954075,0.027794869707335502,48,0.3041684759009987,0.4,-0.006908673609416727,-0.07449025547255865,0.06758158186314192,48,0.1998480243161094,0.5,0.002386361299798019,-0.03129539811048506,0.03368175941028308,48,0.26172383847155883,0.3,-0.005833287005047249,-0.04083916130246647,0.03500587429741922,48
84,2023-02,48,0.03284191139883252,0.1504559270516717,1.0,0.0614585782211482,0.03625200175693983,0.025206576464208368,48,0.12288319583152409,0.8,0.03664540808444984,0.04916070895898576,-0.012515300874535923,48,0.21081198436821533,0.9,0.05629123456864795,0.03503216468100491,0.02125906988764304,48,0.1717325227963526,1.0,0.0614585782211482,0.05186290391871008,0.009595674302438115,48
85,2023-03,48,0.056353547300190855,0.03994789405123751,0.9,0.07098222179601779,0.039646280744160385,0.031335941051857406,48,0.07218844984802432,0.8,0.05798078923723884,0.03998468053586532,0.01799610870137352,48,0.0644811115935736,0.9,0.07478346611153555,0.05348083898843818,0.02130262712309737,48,0.04765523230568824,0.9,0.07125169516206152,0.03964628074416038,0.03160541441790114,48
86,2023-04,48,0.04910511340458915,0.1569691706469822,0.9,0.051462016655377675,0.02320721832958786,0.028254798325789816,48,0.12190620929222752,0.9,0.05848584450354992,0.029759377061989313,0.028726467441560606,48,0.015957446808510637,0.9,0.048954708290887675,0.04300154965972971,0.005953158631157966,48,0.10616587060356056,0.9,0.04548962927352444,0.02401099066568289,0.021478638607841553,48
87,2023-05,48,0.053312810638751845,-0.12223187147199306,0.8,0.045881714554028494,0.07948238674443112,-0.03360067219040262,48,0.06328701693443335,0.9,0.07557641745964534,0.06764227519111185,0.007934142268533492,48,0.04830655666521928,0.8,0.039677926681327,0.06407365482086737,-0.02439572813954037,48,0.001519756838905775,0.8,0.0565945864581497,0.06581365048559511,-0.009219064027445406,48
88,2023-06,48,0.018794988787675663,0.19865392965696918,0.6,0.04115775678244325,0.022742756536636398,0.018415000245806855,48,0.19257490230134605,0.6,0.03147235702050832,0.016977555930053647,0.01449480109045467,48,0.2464177160225792,0.9,0.05239450577834424,-0.0081150573686671,0.060509563147011336,48,0.2232957012592271,0.9,0.06493749834744428,0.02187134601431067,0.04306615233313361,48
89,2023-07,48,0.024714410292252558,0.20462440295267043,0.7,0.02786275668396098,0.0014859638667139498,0.02637679281724703,48,0.3036257056013895,0.9,0.049333856062129186,0.02039844176327401,0.028935414298855176,48,0.2494572297003908,0.9,0.06973766412766266,0.016172432189761457,0.053565231937901206,48,0.2935301780286583,0.8,0.03340546419578434,0.0005562771182600311,0.03284918707752431,48
90,2023-08,48,0.04416201251382967,0.09389926183239251,0.8,0.041816988851431376,0.03889695659432779,0.0029200322571035844,48,0.1471993052540165,0.8,0.035118021152746245,0.03836359951318949,-0.0032455783604432437,48,0.1282023447676943,0.9,0.04394306633036858,0.028755272537348164,0.015187793793020418,48,0.1431828050369084,0.8,0.047660508127404085,0.04682644191379694,0.0008340662136071472,48
91,2023-09,48,0.01744789502645411,-0.062418584455058615,0.5,0.00957377828480121,0.01595928060938252,-0.006385502324581309,48,-0.05080330004342163,0.6,0.02140778590066847,0.015054650706422881,0.006353135194245588,48,-0.19431176726009552,0.2,-0.00808908423408337,0.022102096703583783,-0.030191180937667154,48,-0.1064915327833261,0.4,0.004927354659746852,0.020292465019355558,-0.015365110359608705,48
92,2023-10,48,0.11985943545175476,0.17640034737299176,1.0,0.11451623371678261,0.09072047297396271,0.023795760742819902,48,0.3275075987841945,1.0,0.15031466524253517,0.08203576042062517,0.06827890482191,48,0.24565783760312634,1.0,0.14781390435671357,0.10930450289959603,0.03850940145711754,48,0.22448979591836735,1.0,0.1344387113408894,0.10758398990607101,0.026854721434818374,48
93,2023-11,48,0.07783578275759163,0.06111593573599653,0.8,0.07636958603122818,0.06216811207667337,0.01420147395455481,48,0.14546244029526706,0.8,0.09139436572582298,0.05336939303678161,0.03802497268904137,48,0.12429439861050803,0.9,0.09652775634033803,0.06957692816182562,0.02695082817851241,48,0.08434650455927051,0.8,0.09139436572582298,0.059909580280665384,0.03148478544515759,48
94,2023-12,48,0.023821196647081395,0.228831958315241,0.6,0.06473256493396576,0.008576191694233778,0.05615637323973198,48,0.44072948328267475,0.6,0.04884359511055657,-0.04413929689968506,0.09298289201024162,48,0.36854103343465044,0.8,0.11761461847642576,-0.03659149269074967,0.15420611116717542,48,0.379070777247069,0.6,0.045968811974268456,-0.023856413410257397,0.06982522538452585,48
95,2024-01,48,0.020231361037889688,0.007815892314372557,0.5,0.026351697471161062,0.028339531090583174,-0.001987833619422112,48,-0.003799392097264438,0.5,0.02131972355420075,-0.01183743727930876,0.03315716083350951,48,-0.011615284411636995,0.5,0.03823109997385074,0.0169341935180468,0.02129690645580394,48,0.013786365610073816,0.5,0.026351697471161062,-0.01183743727930876,0.038189134750469825,48
96,2024-02,48,0.002519793616983051,0.1313504125054277,0.7,0.03521661553484926,-0.01607524464482126,0.05129186017967052,48,0.2273122014763352,0.6,0.03952177758240525,0.004723251075346839,0.03479852650705841,48,0.3000434216239687,0.7,0.04210535964373373,-0.01711135088890804,0.05921671053264177,48,0.1797655232305688,0.7,0.042105359643733735,-0.00015945336716009854,0.04226481301089383,48
97,2024-03,48,0.0077346349242125535,-0.00911854103343465,0.6,0.010557994801398069,0.03172476664639588,-0.021166771844997816,48,0.13797221016066,0.9,0.05318539212631919,-0.00432201516215566,0.05750740728847485,48,0.22503256621797654,0.8,0.04562848536542265,-0.015459328137111802,0.06108781350253445,48,0.09650455927051672,0.8,0.03159046365092777,0.00782218990132372,0.02376827374960405,48
98,2024-04,48,0.05431589543955362,-0.008358662613981762,1.0,0.0883207898365426,0.06515215990304346,0.023168629933499135,48,-0.03951367781155015,0.9,0.04553939975591773,0.051769663919293454,-0.006230264163375722,48,0.06003039513677811,0.9,0.06796488930915941,0.04184642385132138,0.026118465457838025,48,-0.009661311333043857,1.0,0.08398396638522786,0.049356544660064325,0.03462742172516353,48
99,2024-05,48,0.0964825032611268,-0.029309596178897092,1.0,0.0864843637856578,0.0960496747018176,-0.009565310916159808,48,-0.10670864090316978,0.9,0.09034224912326998,0.09798557300538764,-0.007643323882117664,48,-0.12092922275293096,0.8,0.06779999825805769,0.08737395887474715,-0.019573960616689465,48,-0.09921841076856275,0.9,0.08035974743641502,0.09579758145338729,-0.015437834016972268,48
100,2024-06,48,0.02699031539728439,0.37722535822839776,0.8,0.08039444385557311,0.003688220398254721,0.07670622345731838,48,0.38287016934433343,0.7,0.05379936635459841,-0.008706884725253558,0.06250625107985197,48,0.2573816760746852,0.9,0.09354424292086326,0.006446234937797761,0.0870980079830655,48,0.3888406426400347,0.8,0.07308209902589992,-0.0028240596557301085,0.07590615868163003,48
101,2024-07,48,0.02687695288651189,-0.21233174120712112,0.4,0.007209641767796949,0.030811383027909523,-0.023601741260112573,48,-0.33955709943551887,0.4,-9.305359884127922e-05,0.059956552717500146,-0.060049606316341424,48,-0.2006079027355623,0.5,0.007403801141262658,0.04242790785937015,-0.035024106718107496,48,-0.3033000434216239,0.3,-0.005294487928317113,0.031360594265045824,-0.036655082193362935,48
102,2024-08,48,0.0025645658470157024,0.1665219279201042,0.5,-0.0005368066803073765,-0.025510161992352315,0.024973355312044938,48,0.0004342162396873643,0.4,-0.007256328545011567,0.008232509643216668,-0.015488838188228236,48,0.015848892748588795,0.5,0.004275650018188521,0.0037869158016779086,0.0004887342165106122,48,0.06393834129396439,0.5,-0.0005368066803073783,0.00038200555201222774,-0.000918812232319606,48
103,2024-09,48,-0.08724815708920575,0.04353017802865827,0.1,-0.0563997990336559,-0.07505474597209211,0.01865494693843621,48,-0.012266608771168043,0.1,-0.08815251361580671,-0.07839910428243463,-0.009753409333372084,48,0.10377768128528006,0.1,-0.08294273960377382,-0.09577695232698293,0.012834212723209101,48,0.022253582283977422,0.1,-0.08521829992857174,-0.08404090476264629,-0.0011773951659254517,48
104,2024-10,48,-0.0043592504346599975,-0.2351280937907078,0.3,-0.038454662007266494,0.011066628047000811,-0.04952129005426731,48,-0.20451584889274857,0.4,-0.01301792639885059,0.016838788287558044,-0.029856714686408634,48,-0.31089882761615284,0.3,-0.018637468886062974,0.006608117183192677,-0.02524558606925565,48,-0.24326964828484582,0.3,-0.022017896304625834,0.01106662804700081,-0.03308452435162664,48
105,2024-11,48,-0.03918679547136333,-0.3380373425966131,0.1,-0.07487089428270577,-0.022412381814284846,-0.052458512468420926,48,-0.3122014763352149,0.2,-0.07076495853192476,-0.020335424027995482,-0.05042953450392927,48,-0.3198002605297438,0.0,-0.06857355517238459,-0.026368190472519704,-0.042205364699864883,48,-0.34422492401215804,0.2,-0.06771142477369796,-0.02863407989901472,-0.03907734487468324,48
106,2024-12,48,0.014641457734891054,0.04320451584889275,0.6,0.022523875575921788,-0.01485039552711665,0.03737427110303844,48,0.1577290490664351,0.9,0.0638311992405596,0.008807618351291908,0.0550235808892677,48,0.0803300043421624,0.6,0.029202529707025377,-0.02172043686953094,0.05092296657655632,48,0.10931393834129398,0.8,0.048054277981229,-0.003144258754602278,0.05119853673583128,48
107,2025-01,48,-0.03885119123206205,-0.10974815458098132,0.3,-0.04739950412963547,-0.02250213368616939,-0.024897370443466082,48,-0.16988710377768126,0.4,-0.0447662058319782,-0.00988507530162389,-0.03488113053035431,48,-0.06882327399044724,0.3,-0.0657004247574782,-0.030795917770145557,-0.03490450698733264,48,-0.12592270950933565,0.4,-0.030641944284236756,-0.02450870713805726,-0.006133237146179495,48
108,2025-02,47,0.08505460280935172,-0.14037927844588344,0.9,0.09245871118291424,0.11521425582844365,-0.02275554464552941,47,0.08984736355226641,0.8,0.09438180448176758,0.10068757738212711,-0.006305772900359524,47,-0.022779833487511565,1.0,0.08788143361830306,0.07209359875029656,0.0157878348680065,47,-0.022548566142460685,0.9,0.08170325451088725,0.10321985419338872,-0.02151659968250147,47
109,2025-03,48,0.06404038525083271,0.09531046461137647,0.9,0.07672251592710097,0.052500582056338715,0.024221933870762255,48,0.1947459834997829,1.0,0.08788590450750644,0.05153130362615014,0.0363546008813563,48,0.24120712114633086,0.8,0.09210077651704546,0.0537401734056873,0.03836060311135816,48,0.20679548415110724,0.9,0.08902804575127242,0.04558108916124225,0.04344695659003017,48
110,2025-04,48,0.021624686368803936,0.2888623534520191,0.9,0.046310234333791334,0.00519858640402901,0.041111647929762324,48,0.2859313938341294,0.8,0.03416962128866027,-0.005959143948033208,0.040128765236693474,48,0.45505861919235774,0.9,0.05037741351748052,-0.008784479578952582,0.059161893096433105,48,0.32077724706904037,0.9,0.05753648542298977,-0.0036103567402548603,0.061146842163244626,48
111,2025-05,48,0.022484210558227788,0.21026921406860616,0.7,0.034265089928666476,0.006387670948121009,0.027877418980545465,48,0.08716891011723837,0.5,0.014149813490823383,0.0008160562903776804,0.013333757200445702,48,0.09335649153278333,0.7,0.020355008323062758,0.01302968034425905,0.007325327978803708,48,0.12440295267042986,0.6,0.020325622178760883,0.0023604093707876904,0.017965212807973193,48
112,2025-06,48,-0.030446239912812048,0.02952670429874077,0.1,-0.041268308150990154,-0.043598458600905256,0.0023301504499151013,48,0.24913156752062524,0.4,8.958996005033114e-05,-0.03897163239181105,0.03906122235186138,48,-0.11202778983934,0.1,-0.04840750242578365,-0.03809206539657835,-0.010315437029205302,48,0.16880156317846287,0.2,-0.02527744558899552,-0.045187294552669253,0.019909848963673732,48
113,2025-07,48,0.03407045536732469,-0.08423795049934868,0.6,0.013359120857220208,0.06201087416818132,-0.04865175331096111,48,-0.04754667824576638,0.7,0.019933761116254757,0.015639546242069292,0.004294214874185465,48,-0.018996960486322188,0.7,0.04014350143005452,0.03336454651932873,0.00677895491072579,48,-0.042227529309596175,0.7,0.01994478783406704,0.02262169360098939,-0.002676905766922349,48
114,2025-08,48,0.03650672029699708,0.20256187581415544,0.9,0.04234768230995049,0.02903296394221559,0.013314718367734905,48,0.20147633521493705,0.8,0.047017151500855815,0.02903296394221559,0.017984187558640227,48,0.2699739470256188,0.9,0.055542356911710465,0.006750751170178408,0.04879160574153206,48,0.21178897090751195,0.8,0.04210698331962888,0.02903296394221559,0.01307401937741329,48
115,2025-09,48,0.052442586947169106,-0.01650021710811984,0.9,0.04866141815545709,0.05760678542548583,-0.008945367270028738,48,0.06719496309161962,0.9,0.0576377400976991,0.025256318220791905,0.03238142187690719,48,0.19148936170212766,0.8,0.04996530999660296,0.02352525107668574,0.026440058919917218,48,0.03126356925749023,0.8,0.03674765197335284,0.016628072233534755,0.020119579739818087,48
116,2025-10,48,0.01521672554795502,0.3091619626574034,0.7,0.03741525000139667,-0.015439667108538812,0.052854917109935486,48,0.1778115501519757,0.7,0.027176757404354258,-0.007608442030340513,0.03478519943469477,48,0.20310464611376464,0.8,0.03691310134082599,0.006745377802707062,0.03016772353811893,48,0.26107251411202775,0.7,0.03685118886511666,-0.009255996189100769,0.04610718505421743,48
117,2025-11,48,0.007699758587839166,0.10138949196699955,0.5,0.00933711899848709,0.02599467599686891,-0.01665755699838182,48,0.10442900564481113,0.6,0.01032432686970058,-0.015846136423234083,0.026170463292934664,48,0.11647850629613546,0.7,0.01247379720605983,-0.00032555322076688114,0.012799350426826712,48,0.14090316977854972,0.6,0.013904042195920471,0.017832799812049625,-0.003928757616129154,48
118,2025-12,48,0.004880040825333617,0.14177160225792446,0.6,-0.006283176664443152,-0.027526957704282984,0.021243781039839833,48,0.1453538862353452,0.7,0.03532113710258593,-0.0249107322056538,0.06023186930823973,48,0.0906426400347373,0.6,0.008349210938405446,0.026442699659401964,-0.018093488720996517,48,0.10475466782457664,0.6,-0.00628317666444315,-0.00033638099418177163,-0.005946795670261379,48
119,2026-01,48,-0.06014482839269242,0.14470256187581415,0.1,-0.06397725856527445,-0.06178234261813144,-0.0021949159471430085,48,0.21602257924446375,0.2,-0.030608592594753493,-0.06272544804650691,0.03211685545175342,48,0.16999565783760315,0.2,-0.054395327988536676,-0.1066490158624466,0.052253687873909924,48,0.18117672600955276,0.1,-0.039611854333750404,-0.08521409127263638,0.04560223693888597,48
120,2026-02,48,-0.09519509253318438,0.12429439861050803,0.2,-0.08985990902654784,-0.1132959887713064,0.02343607974475856,48,0.19865392965696918,0.1,-0.0940339262583663,-0.12245721689893363,0.028423290640567325,48,0.07642205818497612,0.1,-0.08251384691072297,-0.11076090160818468,0.028247054697461707,48,0.1536039947894051,0.1,-0.09582250960101471,-0.12446752529262044,0.028645015691605727,48
